timestamp,core_id,sample_id,depth_top_cm,depth_bottom_cm,depth_mid_cm,penetration_force_n,drill_current_a,rotation_speed_rpm,regolith_temp_c,bulk_density_g_cm3,sample_mass_g,grain_size_median_um,cohesion_kpa,moisture_percent,volatile_flag,rock_fragment_percent,sample_quality,confidence
2026-06-29T12:12:14,core_01,core_01_0734,14,15,14.5,109.34,1.94,106.5,-38.62,1.753,10.022,107.4,1.453,0,none,14.37,partial,0.755
2026-06-29T12:12:15,core_01,core_01_0735,14,15,14.5,108.61,1.981,110.6,-38.67,1.705,10.062,105.6,1.326,0,none,13.21,partial,0.737
2026-06-29T12:12:16,core_01,core_01_0736,0,1,0.5,32.54,1.216,119.0,-41.69,1.472,7.063,117.1,0.519,0,none,6.36,good,0.915
2026-06-29T12:12:17,core_01,core_01_0737,1,2,1.5,37.88,1.222,117.2,-41.7,1.51,8.181,96.9,0.534,0,none,7.53,good,0.965
2026-06-29T12:12:18,core_01,core_01_0738,2,3,2.5,45.86,1.368,117.7,-41.39,1.508,7.844,110.1,0.571,0,none,7.97,good,0.957
2026-06-29T12:12:19,core_01,core_01_0739,3,4,3.5,47.34,1.425,118.3,-41.56,1.482,8.638,97.4,0.59,0,none,8.49,good,0.967
2026-06-29T12:12:20,core_01,core_01_0740,4,5,4.5,57.63,1.496,117.9,-41.44,1.499,8.171,103.3,0.75,0,none,8.68,good,0.936
2026-06-29T12:12:21,core_01,core_01_0741,5,6,5.5,62.59,1.487,112.2,-41.05,1.544,9.382,114.5,0.773,0,none,7.17,good,0.942
2026-06-29T12:12:22,core_01,core_01_0742,6,7,6.5,69.5,1.562,112.5,-40.48,1.595,9.671,97.3,0.986,0,none,9.21,good,0.933
2026-06-29T12:12:23,core_01,core_01_0743,7,8,7.5,70.52,1.677,112.0,-40.4,1.606,9.625,99.4,0.985,0,none,10.36,good,0.949
2026-06-29T12:12:24,core_01,core_01_0744,8,9,8.5,76.78,1.636,115.2,-39.89,1.583,9.568,114.6,1.131,0,none,9.32,good,0.924
2026-06-29T12:12:25,core_01,core_01_0745,9,10,9.5,80.56,1.711,110.4,-39.58,1.648,9.841,98.9,1.166,0,none,8.93,good,0.909
2026-06-29T12:12:26,core_01,core_01_0746,10,11,10.5,91.0,1.794,110.7,-39.7,1.67,9.202,97.4,1.195,0,none,8.85,good,0.91
2026-06-29T12:12:27,core_01,core_01_0747,11,12,11.5,85.84,1.849,110.8,-39.35,1.683,10.239,117.8,1.115,0,none,13.34,partial,0.75
2026-06-29T12:12:28,core_01,core_01_0748,12,13,12.5,102.36,1.815,107.0,-38.99,1.651,10.935,109.6,1.313,0,none,13.99,partial,0.764
2026-06-29T12:12:29,core_01,core_01_0749,13,14,13.5,101.46,1.95,111.7,-39.49,1.681,10.624,102.9,1.414,0,none,13.47,partial,0.766
2026-06-29T12:12:30,core_01,core_01_0750,14,15,14.5,103.84,1.998,107.5,-38.61,1.733,9.985,95.8,1.43,0,none,13.25,partial,0.756
2026-06-29T12:12:31,core_01,core_01_0751,14,15,14.5,103.82,2.013,110.1,-38.85,1.726,10.083,105.4,1.474,0,none,11.84,good,0.94
2026-06-29T12:12:32,core_01,core_01_0752,0,1,0.5,41.01,1.176,119.5,-42.24,1.492,6.838,107.0,0.417,0,none,6.64,good,0.934
2026-06-29T12:12:33,core_01,core_01_0753,1,2,1.5,45.88,1.22,118.5,-41.61,1.495,8.565,115.2,0.391,0,none,5.89,good,0.913
2026-06-29T12:12:34,core_01,core_01_0754,2,3,2.5,42.88,1.286,114.3,-41.23,1.467,8.133,114.0,0.423,0,none,8.71,good,0.935
2026-06-29T12:12:35,core_01,core_01_0755,3,4,3.5,57.61,1.307,114.5,-41.22,1.509,8.961,106.0,0.706,0,none,7.32,good,0.931
2026-06-29T12:12:36,core_01,core_01_0756,4,5,4.5,63.03,1.416,115.2,-40.88,1.536,7.996,95.8,0.79,0,none,5.32,good,0.913
2026-06-29T12:12:37,core_01,core_01_0757,5,6,5.5,63.36,1.448,113.5,-40.56,1.589,8.079,108.3,0.654,0,none,5.96,good,0.927
2026-06-29T12:12:38,core_01,core_01_0758,6,7,6.5,64.12,1.535,114.8,-40.69,1.538,8.944,95.0,0.912,0,none,10.94,good,0.949
2026-06-29T12:12:39,core_01,core_01_0759,7,8,7.5,75.85,1.617,112.5,-40.5,1.603,8.546,117.0,0.901,0,none,5.66,good,0.942
2026-06-29T12:12:40,core_01,core_01_0760,8,9,8.5,77.51,1.584,113.2,-40.49,1.577,9.094,101.1,0.93,0,possible_trace,11.25,good,0.916
2026-06-29T12:12:41,core_01,core_01_0761,9,10,9.5,80.41,1.643,114.2,-40.07,1.665,9.008,110.5,1.013,0,none,11.49,good,0.934
2026-06-29T12:12:42,core_01,core_01_0762,10,11,10.5,87.42,1.777,113.4,-39.6,1.675,9.213,115.7,1.109,0,none,9.17,good,0.952
2026-06-29T12:12:43,core_01,core_01_0763,11,12,11.5,95.93,1.81,108.1,-39.52,1.672,9.169,105.2,1.117,0,none,8.39,good,0.927
2026-06-29T12:12:44,core_01,core_01_0764,12,13,12.5,102.36,1.9,108.2,-39.69,1.701,10.341,109.8,1.198,0,none,14.08,partial,0.776
2026-06-29T12:12:45,core_01,core_01_0765,13,14,13.5,106.9,1.981,110.9,-39.3,1.696,10.068,113.3,1.485,0,none,11.14,good,0.922
2026-06-29T12:12:46,core_01,core_01_0766,14,15,14.5,111.87,1.92,105.7,-39.24,1.739,10.983,106.0,1.431,0,none,14.48,partial,0.787
2026-06-29T12:12:47,core_01,core_01_0767,14,15,14.5,106.29,1.976,111.3,-38.9,1.739,11.214,109.4,1.407,0,none,12.93,good,0.964
2026-06-29T12:12:48,core_01,core_01_0768,0,1,0.5,40.46,1.186,119.1,-41.72,1.476,8.328,112.3,0.513,0,none,4.94,good,0.943
2026-06-29T12:12:49,core_01,core_01_0769,1,2,1.5,46.98,1.284,115.4,-41.31,1.492,7.14,112.6,0.484,0,none,8.01,good,0.93
2026-06-29T12:12:50,core_01,core_01_0770,2,3,2.5,52.3,1.293,116.6,-41.57,1.466,8.46,95.2,0.497,0,none,4.59,good,0.915
2026-06-29T12:12:51,core_01,core_01_0771,3,4,3.5,49.92,1.456,116.5,-41.2,1.493,8.768,93.2,0.616,0,none,7.07,good,0.934
2026-06-29T12:12:52,core_01,core_01_0772,4,5,4.5,55.45,1.361,117.3,-40.95,1.52,7.958,100.7,0.588,0,none,6.85,good,0.906
2026-06-29T12:12:53,core_01,core_01_0773,5,6,5.5,61.98,1.438,115.3,-41.1,1.523,8.235,101.6,0.717,0,none,7.0,good,0.913
2026-06-29T12:12:54,core_01,core_01_0774,6,7,6.5,71.14,1.493,112.8,-40.93,1.566,8.781,100.7,0.95,0,none,6.16,good,0.913
2026-06-29T12:12:55,core_01,core_01_0775,7,8,7.5,76.81,1.546,111.2,-40.48,1.61,9.067,108.0,0.854,0,none,8.03,good,0.939
2026-06-29T12:12:56,core_01,core_01_0776,8,9,8.5,80.11,1.714,112.3,-40.02,1.595,9.991,112.2,0.962,0,none,6.69,good,0.908
2026-06-29T12:12:57,core_01,core_01_0777,9,10,9.5,85.08,1.665,112.7,-40.25,1.627,9.274,115.3,1.133,0,none,9.17,good,0.92
2026-06-29T12:12:58,core_01,core_01_0778,10,11,10.5,82.63,1.762,109.5,-39.55,1.626,10.167,112.5,1.278,0,none,8.58,good,0.957
2026-06-29T12:12:59,core_01,core_01_0779,11,12,11.5,94.15,1.814,108.4,-39.38,1.689,10.741,105.9,1.251,0,none,9.01,good,0.909
2026-06-29T12:13:00,core_01,core_01_0780,12,13,12.5,95.78,1.885,107.2,-38.94,1.718,9.448,101.4,1.232,0,none,11.97,good,0.916
2026-06-29T12:13:01,core_01,core_01_0781,13,14,13.5,103.33,1.889,107.6,-39.14,1.703,10.029,100.0,1.337,0,none,10.62,good,0.903
2026-06-29T12:13:02,core_01,core_01_0782,14,15,14.5,103.08,1.969,110.8,-39.26,1.74,9.955,95.9,1.559,0,none,11.41,good,0.921
2026-06-29T12:13:03,core_01,core_01_0783,14,15,14.5,110.88,1.946,109.8,-39.3,1.725,10.372,110.1,1.441,0,none,11.46,good,0.946
2026-06-29T12:13:04,core_01,core_01_0784,0,1,0.5,33.03,1.265,115.4,-41.99,1.49,7.745,113.2,0.45,0,none,2.91,good,0.949
2026-06-29T12:13:05,core_01,core_01_0785,1,2,1.5,40.51,1.316,119.9,-42.02,1.482,7.343,108.5,0.352,0,none,3.45,good,0.939
2026-06-29T12:13:06,core_01,core_01_0786,2,3,2.5,52.22,1.409,118.7,-41.17,1.525,7.951,108.3,0.668,0,none,3.24,good,0.929
2026-06-29T12:13:07,core_01,core_01_0787,3,4,3.5,53.46,1.418,113.4,-41.25,1.477,7.519,104.6,0.709,0,none,7.53,good,0.952
2026-06-29T12:13:08,core_01,core_01_0788,4,5,4.5,62.86,1.386,116.5,-40.89,1.564,8.275,109.7,0.672,0,none,5.53,good,0.913
2026-06-29T12:13:09,core_01,core_01_0789,5,6,5.5,66.68,1.54,114.1,-41.05,1.568,9.006,103.5,0.718,0,none,5.76,good,0.95
2026-06-29T12:13:10,core_01,core_01_0790,6,7,6.5,63.93,1.473,111.6,-40.88,1.535,9.5,113.1,0.782,0,none,9.71,good,0.945
2026-06-29T12:13:11,core_01,core_01_0791,7,8,7.5,66.02,1.576,113.6,-40.14,1.593,8.891,92.7,0.978,0,none,8.8,good,0.951
2026-06-29T12:13:12,core_01,core_01_0792,8,9,8.5,71.62,1.704,114.3,-40.1,1.595,8.864,113.8,0.903,0,none,11.86,good,0.938
2026-06-29T12:13:13,core_01,core_01_0793,9,10,9.5,77.14,1.746,111.0,-39.75,1.65,9.773,111.4,1.104,0,none,9.87,good,0.957
2026-06-29T12:13:14,core_01,core_01_0794,10,11,10.5,90.49,1.8,108.9,-39.94,1.653,9.311,107.9,1.103,0,none,12.51,good,0.907
2026-06-29T12:13:15,core_01,core_01_0795,11,12,11.5,88.0,1.812,111.7,-39.8,1.694,10.189,90.9,1.119,0,none,8.7,good,0.928
2026-06-29T12:13:16,core_01,core_01_0796,12,13,12.5,93.61,1.932,112.5,-39.68,1.649,9.527,103.0,1.35,0,none,13.01,partial,0.762
2026-06-29T12:13:17,core_01,core_01_0797,13,14,13.5,104.76,1.943,106.3,-39.5,1.728,9.977,92.2,1.26,0,none,12.46,good,0.901
2026-06-29T12:13:18,core_01,core_01_0798,14,15,14.5,109.37,1.947,109.6,-38.54,1.689,10.117,101.7,1.451,0,none,11.9,good,0.911
2026-06-29T12:13:19,core_01,core_01_0799,14,15,14.5,108.84,1.994,106.1,-39.18,1.685,11.113,92.5,1.376,0,none,12.3,good,0.959
2026-06-29T12:13:20,core_01,core_01_0800,0,1,0.5,36.59,1.17,118.6,-41.56,1.421,7.168,111.1,0.374,0,none,7.07,good,0.958
2026-06-29T12:13:21,core_01,core_01_0801,1,2,1.5,37.62,1.353,116.1,-41.94,1.447,8.005,92.7,0.599,0,none,7.82,good,0.963
2026-06-29T12:13:22,core_01,core_01_0802,2,3,2.5,48.53,1.362,114.2,-41.72,1.499,8.301,97.1,0.642,0,none,4.92,good,0.907
2026-06-29T12:13:23,core_01,core_01_0803,3,4,3.5,56.0,1.42,113.1,-41.12,1.55,7.45,112.1,0.528,0,none,7.3,good,0.922
2026-06-29T12:13:24,core_01,core_01_0804,4,5,4.5,56.94,1.371,115.5,-40.86,1.557,9.195,96.3,0.585,0,none,9.87,good,0.913
2026-06-29T12:13:25,core_01,core_01_0805,5,6,5.5,64.45,1.48,116.1,-40.97,1.547,8.407,108.8,0.816,0,none,5.91,good,0.929
2026-06-29T12:13:26,core_01,core_01_0806,6,7,6.5,70.92,1.528,114.2,-40.59,1.574,8.762,103.3,0.901,0,none,9.46,good,0.949
2026-06-29T12:13:27,core_01,core_01_0807,7,8,7.5,66.21,1.609,115.7,-40.8,1.63,9.773,90.8,0.878,0,none,10.59,good,0.961
2026-06-29T12:13:28,core_01,core_01_0808,8,9,8.5,81.17,1.729,114.8,-40.35,1.58,8.901,109.2,0.869,0,none,6.86,good,0.967
2026-06-29T12:13:29,core_01,core_01_0809,9,10,9.5,87.45,1.686,112.9,-40.07,1.589,9.787,91.0,1.161,0,none,11.79,good,0.902
2026-06-29T12:13:30,core_01,core_01_0810,10,11,10.5,87.63,1.81,108.9,-40.1,1.612,9.232,107.0,1.209,0,none,11.29,good,0.921
2026-06-29T12:13:31,core_01,core_01_0811,11,12,11.5,94.08,1.779,108.3,-39.68,1.687,10.563,89.8,1.284,0,none,10.65,good,0.901
2026-06-29T12:13:32,core_01,core_01_0812,12,13,12.5,97.32,1.919,112.2,-39.19,1.713,10.17,106.0,1.265,0,none,9.11,good,0.968
2026-06-29T12:13:33,core_01,core_01_0813,13,14,13.5,98.14,1.939,107.3,-38.74,1.672,9.874,106.8,1.377,0,none,13.75,partial,0.777
2026-06-29T12:13:34,core_01,core_01_0814,14,15,14.5,110.46,1.92,110.2,-39.06,1.732,10.828,93.4,1.324,0,none,9.7,good,0.942
2026-06-29T12:13:35,core_01,core_01_0815,14,15,14.5,107.03,1.904,108.9,-39.28,1.703,11.004,96.1,1.448,0,none,13.06,partial,0.722
2026-06-29T12:13:36,core_01,core_01_0816,0,1,0.5,38.23,1.273,114.9,-41.51,1.465,7.31,111.2,0.269,0,none,3.91,good,0.92
2026-06-29T12:13:37,core_01,core_01_0817,1,2,1.5,45.11,1.356,118.2,-41.92,1.498,7.176,98.3,0.548,0,none,2.91,good,0.957
2026-06-29T12:13:38,core_01,core_01_0818,2,3,2.5,48.37,1.39,115.1,-41.4,1.487,7.476,99.5,0.661,0,none,3.39,good,0.95
2026-06-29T12:13:39,core_01,core_01_0819,3,4,3.5,55.49,1.332,118.4,-41.01,1.528,8.273,105.8,0.669,0,none,8.95,good,0.924
2026-06-29T12:13:40,core_01,core_01_0820,4,5,4.5,61.47,1.429,117.3,-41.17,1.523,8.899,97.5,0.618,0,none,7.56,good,0.905
2026-06-29T12:13:41,core_01,core_01_0821,5,6,5.5,65.79,1.436,116.6,-40.72,1.552,8.749,111.4,0.852,0,none,4.96,good,0.907
2026-06-29T12:13:42,core_01,core_01_0822,6,7,6.5,64.43,1.525,111.2,-40.27,1.544,8.373,106.6,0.779,0,none,7.81,good,0.918
2026-06-29T12:13:43,core_01,core_01_0823,7,8,7.5,67.49,1.611,110.2,-40.28,1.561,9.674,97.6,1.02,0,none,11.0,good,0.909
2026-06-29T12:13:44,core_01,core_01_0824,8,9,8.5,75.42,1.682,112.4,-39.91,1.645,8.934,108.9,1.044,0,none,9.76,good,0.945
2026-06-29T12:13:45,core_01,core_01_0825,9,10,9.5,75.96,1.763,110.4,-40.18,1.653,8.98,97.4,0.947,0,none,8.9,good,0.932
2026-06-29T12:13:46,core_01,core_01_0826,10,11,10.5,91.6,1.754,108.5,-39.79,1.657,10.111,109.7,1.258,0,none,11.71,good,0.914
2026-06-29T12:13:47,core_01,core_01_0827,11,12,11.5,91.57,1.846,110.2,-39.69,1.704,9.599,88.5,1.117,0,none,10.45,good,0.945
2026-06-29T12:13:48,core_01,core_01_0828,12,13,12.5,95.23,1.937,108.8,-39.71,1.691,10.055,98.9,1.162,0,none,13.37,partial,0.787
2026-06-29T12:13:49,core_01,core_01_0829,13,14,13.5,96.6,1.851,108.4,-39.3,1.713,10.057,104.5,1.464,0,none,11.85,good,0.947
2026-06-29T12:13:50,core_01,core_01_0830,14,15,14.5,111.35,1.948,109.9,-38.64,1.688,10.057,95.7,1.411,0,none,12.09,good,0.948
2026-06-29T12:13:51,core_01,core_01_0831,14,15,14.5,108.85,1.956,105.4,-38.75,1.709,11.046,101.6,1.315,0,none,13.24,partial,0.763
2026-06-29T12:13:52,core_01,core_01_0832,0,1,0.5,40.38,1.265,116.6,-41.5,1.494,7.047,98.2,0.308,0,none,6.95,good,0.908
2026-06-29T12:13:53,core_01,core_01_0833,1,2,1.5,36.44,1.272,119.0,-41.75,1.48,7.221,97.8,0.611,0,none,2.88,good,0.915
2026-06-29T12:13:54,core_01,core_01_0834,2,3,2.5,43.33,1.314,115.4,-41.53,1.5,8.757,110.3,0.575,0,none,2.92,good,0.957
2026-06-29T12:13:55,core_01,core_01_0835,3,4,3.5,56.68,1.419,116.6,-40.94,1.516,8.176,96.7,0.585,0,none,6.62,good,0.937
2026-06-29T12:13:56,core_01,core_01_0836,4,5,4.5,56.34,1.388,115.6,-41.35,1.508,8.528,95.9,0.797,0,none,8.03,good,0.931
2026-06-29T12:13:57,core_01,core_01_0837,5,6,5.5,66.42,1.573,116.2,-40.73,1.587,8.039,102.3,0.806,0,none,6.9,good,0.935
2026-06-29T12:13:58,core_01,core_01_0838,6,7,6.5,66.4,1.56,110.9,-40.27,1.539,8.551,96.7,0.769,0,none,7.69,good,0.927
2026-06-29T12:13:59,core_01,core_01_0839,7,8,7.5,77.61,1.666,112.5,-40.42,1.56,9.613,103.4,0.988,0,none,5.55,good,0.926
2026-06-29T12:14:00,core_01,core_01_0840,8,9,8.5,74.11,1.707,114.1,-40.36,1.639,9.177,92.2,1.105,0,none,8.52,good,0.901
2026-06-29T12:14:01,core_01,core_01_0841,9,10,9.5,85.71,1.723,110.7,-40.07,1.653,10.261,110.1,0.994,0,none,12.41,good,0.913
2026-06-29T12:14:02,core_01,core_01_0842,10,11,10.5,87.73,1.701,111.8,-39.5,1.67,10.504,90.4,1.253,0,none,10.2,good,0.931
2026-06-29T12:14:03,core_01,core_01_0843,11,12,11.5,93.31,1.859,112.4,-39.31,1.665,10.157,92.4,1.228,0,none,13.33,partial,0.734
2026-06-29T12:14:04,core_01,core_01_0844,12,13,12.5,97.79,1.791,110.9,-39.38,1.694,10.84,87.9,1.254,0,none,12.62,good,0.909
2026-06-29T12:14:05,core_01,core_01_0845,13,14,13.5,98.48,1.984,107.8,-39.01,1.691,10.437,91.8,1.438,0,none,13.42,partial,0.774
2026-06-29T12:14:06,core_01,core_01_0846,14,15,14.5,108.06,1.995,108.8,-39.09,1.755,9.959,96.8,1.46,0,none,9.88,good,0.92
2026-06-29T12:14:07,core_01,core_01_0847,14,15,14.5,104.87,2.027,107.7,-39.23,1.72,10.579,86.3,1.314,0,none,14.99,partial,0.725
2026-06-29T12:14:08,core_01,core_01_0848,0,1,0.5,42.37,1.276,115.7,-41.99,1.444,6.823,89.9,0.426,0,none,5.41,good,0.902
2026-06-29T12:14:09,core_01,core_01_0849,1,2,1.5,43.77,1.287,115.0,-41.29,1.477,8.207,107.8,0.394,0,none,2.48,good,0.902
2026-06-29T12:14:10,core_01,core_01_0850,2,3,2.5,42.71,1.288,115.3,-41.74,1.526,7.585,102.9,0.676,0,none,4.44,good,0.934
2026-06-29T12:14:11,core_01,core_01_0851,3,4,3.5,49.8,1.426,115.6,-41.37,1.519,8.267,94.9,0.541,0,none,4.4,good,0.948
2026-06-29T12:14:12,core_01,core_01_0852,4,5,4.5,58.2,1.483,113.9,-41.22,1.525,8.931,108.1,0.697,0,none,9.2,good,0.93
2026-06-29T12:14:13,core_01,core_01_0853,5,6,5.5,63.42,1.482,114.7,-40.57,1.562,8.472,100.3,0.651,0,none,5.44,good,0.902
2026-06-29T12:14:14,core_01,core_01_0854,6,7,6.5,70.99,1.57,116.5,-40.54,1.555,8.65,85.8,0.757,0,none,6.9,good,0.955
2026-06-29T12:14:15,core_01,core_01_0855,7,8,7.5,70.46,1.645,110.7,-40.74,1.603,8.81,85.2,0.872,0,none,8.29,good,0.956
2026-06-29T12:14:16,core_01,core_01_0856,8,9,8.5,78.15,1.658,110.0,-40.14,1.6,8.958,99.4,1.101,0,none,11.19,good,0.905
2026-06-29T12:14:17,core_01,core_01_0857,9,10,9.5,79.68,1.678,109.8,-40.04,1.648,10.011,96.7,1.204,0,none,9.09,good,0.909
2026-06-29T12:14:18,core_01,core_01_0858,10,11,10.5,87.72,1.726,111.9,-39.9,1.637,10.31,108.4,1.255,0,none,8.81,good,0.959
2026-06-29T12:14:19,core_01,core_01_0859,11,12,11.5,86.2,1.836,107.8,-39.23,1.698,9.306,103.8,1.276,0,none,9.28,good,0.953
2026-06-29T12:14:20,core_01,core_01_0860,12,13,12.5,98.01,1.85,110.8,-39.29,1.668,10.094,104.8,1.417,0,none,8.9,good,0.926
2026-06-29T12:14:21,core_01,core_01_0861,13,14,13.5,95.72,1.857,107.9,-39.5,1.666,10.68,94.8,1.268,0,none,9.85,good,0.963
2026-06-29T12:14:22,core_01,core_01_0862,14,15,14.5,111.74,2.032,106.9,-38.58,1.76,11.049,86.9,1.559,0,none,9.68,good,0.923
2026-06-29T12:14:23,core_01,core_01_0863,14,15,14.5,102.58,1.915,108.1,-38.66,1.702,9.995,104.8,1.504,0,none,14.56,partial,0.788
2026-06-29T12:14:24,core_01,core_01_0864,0,1,0.5,37.8,1.239,118.6,-41.94,1.429,8.369,91.8,0.471,0,none,3.12,good,0.918
2026-06-29T12:14:25,core_01,core_01_0865,1,2,1.5,46.87,1.306,118.4,-42.01,1.483,7.349,85.8,0.612,0,none,2.66,good,0.901
2026-06-29T12:14:26,core_01,core_01_0866,2,3,2.5,42.59,1.287,116.9,-41.21,1.472,8.078,104.5,0.626,0,none,4.7,good,0.932
2026-06-29T12:14:27,core_01,core_01_0867,3,4,3.5,48.89,1.365,118.5,-41.25,1.548,8.835,96.1,0.705,0,none,4.49,good,0.919
2026-06-29T12:14:28,core_01,core_01_0868,4,5,4.5,58.98,1.384,117.3,-41.19,1.564,8.852,89.4,0.81,0,none,5.02,good,0.902
2026-06-29T12:14:29,core_01,core_01_0869,5,6,5.5,67.26,1.427,113.9,-40.86,1.534,8.114,95.6,0.776,0,none,4.75,good,0.919
2026-06-29T12:14:30,core_01,core_01_0870,6,7,6.5,66.14,1.514,113.1,-40.49,1.59,9.037,96.2,0.845,0,none,7.57,good,0.948
2026-06-29T12:14:31,core_01,core_01_0871,7,8,7.5,66.64,1.526,111.6,-40.03,1.568,8.405,85.8,0.843,0,none,9.22,good,0.95
2026-06-29T12:14:32,core_01,core_01_0872,8,9,8.5,81.49,1.616,110.6,-40.51,1.627,9.77,91.6,0.934,0,none,9.61,good,0.951
2026-06-29T12:14:33,core_01,core_01_0873,9,10,9.5,81.59,1.676,114.1,-39.97,1.643,9.108,90.7,0.946,0,none,7.69,good,0.963
2026-06-29T12:14:34,core_01,core_01_0874,10,11,10.5,84.81,1.708,109.6,-40.15,1.644,9.063,99.3,1.239,0,none,10.66,good,0.968
2026-06-29T12:14:35,core_01,core_01_0875,11,12,11.5,87.05,1.864,110.7,-39.56,1.644,10.738,103.0,1.22,0,none,8.64,good,0.91
2026-06-29T12:14:36,core_01,core_01_0876,12,13,12.5,96.1,1.904,112.6,-39.49,1.702,9.778,94.5,1.249,0,none,8.25,good,0.925
2026-06-29T12:14:37,core_01,core_01_0877,13,14,13.5,105.88,1.984,109.6,-38.81,1.724,9.76,99.2,1.424,0,none,8.82,good,0.969
2026-06-29T12:14:38,core_01,core_01_0878,14,15,14.5,106.51,1.932,109.8,-38.78,1.692,11.351,91.2,1.502,0,none,10.4,good,0.967
2026-06-29T12:14:39,core_01,core_01_0879,14,15,14.5,108.68,2.037,108.0,-38.53,1.751,11.327,95.2,1.368,0,none,13.31,partial,0.782
2026-06-29T12:14:40,core_01,core_01_0880,0,1,0.5,35.18,1.153,117.8,-41.96,1.499,7.356,97.1,0.388,0,none,4.5,good,0.968
2026-06-29T12:14:41,core_01,core_01_0881,1,2,1.5,42.39,1.31,116.8,-41.85,1.516,7.26,105.5,0.515,0,none,6.29,good,0.921
2026-06-29T12:14:42,core_01,core_01_0882,2,3,2.5,41.82,1.299,116.9,-41.23,1.458,7.318,89.5,0.534,0,none,6.79,good,0.9
2026-06-29T12:14:43,core_01,core_01_0883,3,4,3.5,56.57,1.413,117.3,-41.37,1.498,7.695,84.2,0.562,0,none,9.34,good,0.914
2026-06-29T12:14:44,core_01,core_01_0884,4,5,4.5,56.88,1.417,116.9,-41.38,1.512,8.679,92.1,0.831,0,none,4.49,good,0.918
2026-06-29T12:14:45,core_01,core_01_0885,5,6,5.5,64.28,1.465,114.8,-40.98,1.558,8.967,86.7,0.671,0,none,7.76,good,0.921
2026-06-29T12:14:46,core_01,core_01_0886,6,7,6.5,67.62,1.527,115.9,-40.56,1.582,8.786,85.1,0.83,0,none,6.85,good,0.965
2026-06-29T12:14:47,core_01,core_01_0887,7,8,7.5,71.05,1.586,110.2,-40.43,1.584,9.194,104.7,0.898,0,none,10.04,good,0.943
2026-06-29T12:14:48,core_01,core_01_0888,8,9,8.5,72.46,1.66,112.7,-40.39,1.61,8.983,99.7,0.963,0,none,8.45,good,0.9
2026-06-29T12:14:49,core_01,core_01_0889,9,10,9.5,76.52,1.635,113.6,-39.67,1.624,9.766,89.5,0.954,0,none,8.31,good,0.934
2026-06-29T12:14:50,core_01,core_01_0890,10,11,10.5,88.89,1.798,108.3,-40.11,1.665,9.268,84.8,1.207,0,none,10.07,good,0.916
2026-06-29T12:14:51,core_01,core_01_0891,11,12,11.5,89.46,1.892,107.4,-39.26,1.649,9.929,97.8,1.105,0,none,7.63,good,0.942
2026-06-29T12:14:52,core_01,core_01_0892,12,13,12.5,96.35,1.92,109.3,-39.66,1.66,9.456,84.1,1.26,0,none,14.06,partial,0.777
2026-06-29T12:14:53,core_01,core_01_0893,13,14,13.5,103.78,1.977,109.7,-39.08,1.728,10.272,96.3,1.272,0,none,13.61,partial,0.766
2026-06-29T12:14:54,core_01,core_01_0894,14,15,14.5,106.25,1.94,109.3,-38.71,1.724,11.328,92.8,1.48,0,none,11.58,good,0.949
2026-06-29T12:14:55,core_01,core_01_0895,14,15,14.5,100.87,1.966,108.7,-38.97,1.715,9.811,88.1,1.474,0,none,14.59,partial,0.763
2026-06-29T12:14:56,core_01,core_01_0896,0,1,0.5,37.08,1.262,116.3,-41.57,1.496,8.377,89.3,0.506,0,none,4.79,good,0.924
2026-06-29T12:14:57,core_01,core_01_0897,1,2,1.5,44.27,1.256,118.3,-41.77,1.443,7.563,97.8,0.56,0,none,3.97,good,0.953
2026-06-29T12:14:58,core_01,core_01_0898,2,3,2.5,49.07,1.314,116.2,-41.55,1.53,8.288,94.3,0.673,0,none,7.49,good,0.937
2026-06-29T12:14:59,core_01,core_01_0899,3,4,3.5,50.44,1.405,115.1,-41.39,1.552,7.519,100.8,0.531,0,none,3.95,good,0.907
2026-06-29T12:15:00,core_02,core_02_0000,4,5,4.5,62.98,1.489,116.4,-41.06,1.555,8.039,101.9,0.609,0,none,9.25,good,0.953
2026-06-29T12:15:01,core_02,core_02_0001,5,6,5.5,57.51,1.549,111.8,-41.18,1.562,9.095,94.7,0.869,0,none,9.97,good,0.922
2026-06-29T12:15:02,core_02,core_02_0002,6,7,6.5,67.95,1.499,112.2,-40.71,1.61,8.787,86.9,0.763,0,none,5.94,good,0.957
2026-06-29T12:15:03,core_02,core_02_0003,7,8,7.5,73.55,1.627,111.2,-40.65,1.597,9.596,101.4,0.881,0,none,7.95,good,0.938
2026-06-29T12:15:04,core_02,core_02_0004,8,9,8.5,81.87,1.676,112.3,-40.44,1.627,9.845,93.5,0.986,0,none,8.15,good,0.943
2026-06-29T12:15:05,core_02,core_02_0005,9,10,9.5,81.0,1.687,109.1,-40.26,1.593,8.852,98.5,1.01,0,none,7.27,good,0.916
2026-06-29T12:15:06,core_02,core_02_0006,10,11,10.5,92.09,1.828,109.5,-39.9,1.624,10.065,81.3,1.244,0,none,12.91,good,0.905
2026-06-29T12:15:07,core_02,core_02_0007,11,12,11.5,91.73,1.797,107.7,-39.26,1.699,10.269,82.2,1.205,0,none,13.14,partial,0.738
2026-06-29T12:15:08,core_02,core_02_0008,12,13,12.5,94.68,1.909,107.5,-39.46,1.664,10.242,97.0,1.405,0,none,12.15,good,0.961
