timestamp,track_id,object_class,range_m,azimuth_deg,elevation_deg,ambient_temp_c,surface_temp_c,thermal_contrast_c,heat_signature_area_m2,emissivity_estimate,image_x_px,image_y_px,bbox_width_px,bbox_height_px,noise_equivalent_temp_diff_mk,occlusion,confidence
2026-06-29T12:12:17,3006,unknown,71.21,23.82,22.75,23.25,24.64,1.39,1.853,0.698,579,191,9,8,45.4,partial,0.41
2026-06-29T12:12:17,3005,vehicle,40.98,-153.04,12.42,23.25,49.35,26.1,6.609,0.835,76,220,56,82,53.6,partial,0.7
2026-06-29T12:12:17,3002,person,47.39,134.73,16.48,23.25,33.86,10.61,0.573,0.979,895,209,4,6,48.1,none,0.84
2026-06-29T12:12:18,3011,drone,33.41,-170.89,4.11,23.43,23.73,0.3,0.271,0.757,25,244,4,4,80.8,none,0.59
2026-06-29T12:12:18,3005,unknown,73.63,150.12,-0.75,23.43,25.03,1.6,1.114,0.662,939,258,5,4,42.0,none,0.49
2026-06-29T12:12:18,3008,bicycle,26.87,96.03,24.55,23.43,24.29,0.86,1.311,0.864,785,186,17,13,72.8,none,0.53
2026-06-29T12:12:18,3001,vehicle,67.1,-38.54,20.14,23.43,42.18,18.75,4.892,0.884,402,198,25,42,86.0,none,0.83
2026-06-29T12:12:19,3001,person,29.48,112.28,5.25,23.25,29.85,6.6,1.141,0.973,831,241,13,22,79.6,partial,0.61
2026-06-29T12:12:19,3011,person,45.18,-91.4,23.68,23.25,31.83,8.58,0.689,0.96,252,188,5,7,88.3,none,0.75
2026-06-29T12:12:19,3006,person,10.43,31.94,0.21,23.25,32.87,9.62,0.543,0.944,602,255,18,16,44.3,heavy,0.56
2026-06-29T12:12:20,3002,unknown,49.52,-73.41,-6.94,23.34,29.11,5.77,2.616,0.635,303,275,18,22,36.9,none,0.65
2026-06-29T12:12:20,3012,drone,69.08,74.18,9.67,23.34,28.75,5.41,0.322,0.854,723,228,4,5,66.1,none,0.64
2026-06-29T12:12:20,3013,bicycle,42.24,-77.33,6.55,23.34,27.04,3.7,0.656,0.753,292,237,5,6,59.1,none,0.63
2026-06-29T12:12:20,3011,person,3.16,-143.8,16.91,23.34,31.9,8.56,0.63,0.963,102,207,69,52,73.5,none,0.74
2026-06-29T12:12:20,3008,bicycle,3.06,43.45,14.29,23.34,23.66,0.32,0.523,0.789,635,215,59,80,80.4,none,0.54
2026-06-29T12:12:20,3004,unknown,23.11,106.72,12.36,23.34,20.34,-3.0,0.782,0.809,815,220,11,10,64.9,none,0.53
2026-06-29T12:12:21,3009,bicycle,20.2,177.95,1.55,23.35,20.35,-3.0,0.516,0.747,1018,251,8,10,69.7,none,0.62
2026-06-29T12:12:21,3006,person,41.27,76.59,5.74,23.35,34.28,10.93,0.574,0.963,729,239,4,4,68.0,none,0.78
2026-06-29T12:12:22,3013,person,9.47,-106.71,14.14,23.47,38.54,15.07,1.148,0.954,208,215,42,50,55.7,none,0.93
2026-06-29T12:12:22,3008,animal,59.05,-135.87,3.57,23.47,31.57,8.1,0.52,0.984,125,245,4,4,64.9,none,0.76
2026-06-29T12:12:22,3011,person,39.74,-98.52,8.25,23.47,28.31,4.84,0.578,0.968,231,232,5,7,88.4,none,0.68
2026-06-29T12:12:22,3002,person,37.34,-173.13,2.35,23.47,31.86,8.39,0.779,0.983,19,249,7,5,52.9,none,0.75
2026-06-29T12:12:22,3001,bicycle,41.04,-90.82,-7.29,23.47,20.47,-3.0,0.851,0.864,253,276,7,6,44.1,partial,0.44
2026-06-29T12:12:22,3015,unknown,77.58,-131.87,-7.66,23.47,20.6,-2.87,1.842,0.921,136,277,8,5,85.7,none,0.4
2026-06-29T12:12:22,3009,person,4.81,-177.02,-3.24,23.47,28.49,5.02,0.71,0.947,8,265,51,49,75.4,partial,0.59
2026-06-29T12:12:22,3012,animal,16.99,23.97,21.32,23.47,35.97,12.5,0.528,0.969,580,195,10,9,55.0,none,0.87
2026-06-29T12:12:23,3011,person,47.66,-132.52,19.3,23.66,34.46,10.8,1.131,0.986,135,201,8,10,65.4,partial,0.81
2026-06-29T12:12:23,3006,animal,86.74,-23.95,4.37,23.66,27.11,3.45,0.606,0.977,443,243,4,5,83.0,none,0.64
2026-06-29T12:12:23,3001,unknown,6.67,109.2,5.81,23.66,39.74,16.08,0.137,0.611,822,239,7,9,48.1,partial,0.78
2026-06-29T12:12:23,3012,person,34.13,120.55,22.74,23.66,35.58,11.92,0.392,0.985,854,191,4,4,85.7,none,0.82
2026-06-29T12:12:23,3004,vehicle,67.68,-115.77,-1.05,23.66,43.28,19.62,5.589,0.863,182,258,28,32,78.2,none,0.75
2026-06-29T12:12:23,3015,drone,66.61,-125.15,2.62,23.66,38.48,14.82,0.31,0.822,156,248,4,5,52.7,none,0.87
2026-06-29T12:12:23,3003,person,17.0,19.47,15.29,23.66,33.45,9.79,0.962,0.98,567,212,19,25,74.9,partial,0.71
2026-06-29T12:12:23,3008,vehicle,85.2,-93.85,24.9,23.66,44.84,21.18,7.363,0.893,245,185,30,49,79.5,none,0.87
2026-06-29T12:12:23,3002,unknown,67.85,105.53,5.46,23.66,32.6,8.94,1.53,0.722,812,240,7,11,45.1,none,0.7
2026-06-29T12:12:24,3011,person,2.47,99.07,10.75,23.2,34.14,10.94,0.272,0.94,793,225,38,66,46.2,partial,0.71
2026-06-29T12:12:24,3006,person,86.58,-36.21,-5.32,23.2,27.96,4.76,0.516,0.988,409,271,4,6,69.3,partial,0.41
2026-06-29T12:12:24,3003,vehicle,36.27,-12.16,15.1,23.2,27.7,4.5,5.467,0.868,477,213,52,93,39.5,partial,0.61
2026-06-29T12:12:24,3010,person,68.91,-81.13,19.83,23.2,30.44,7.24,0.399,0.955,281,199,4,6,46.9,none,0.62
2026-06-29T12:12:24,3002,bicycle,45.59,-159.07,24.7,23.2,29.23,6.03,0.617,0.766,59,185,4,4,55.7,none,0.72
2026-06-29T12:12:25,3007,bicycle,22.3,55.05,11.65,23.34,20.34,-3.0,1.092,0.855,668,222,17,25,84.5,none,0.49
2026-06-29T12:12:25,3004,vehicle,44.93,-80.53,5.6,23.34,50.01,26.67,2.117,0.808,282,240,16,25,52.1,none,0.95
2026-06-29T12:12:25,3002,person,58.36,-81.23,18.12,23.34,30.88,7.54,0.763,0.961,280,204,4,5,42.3,none,0.83
2026-06-29T12:12:26,3013,vehicle,12.55,153.05,9.95,23.32,37.56,14.24,4.763,0.833,947,227,132,185,83.9,partial,0.73
2026-06-29T12:12:26,3007,person,50.44,-1.88,8.55,23.32,31.17,7.85,0.529,0.937,506,231,4,5,38.6,none,0.8
2026-06-29T12:12:26,3015,person,31.07,139.61,21.25,23.32,35.39,12.07,0.271,0.946,909,195,4,6,74.5,none,0.83
2026-06-29T12:12:26,3002,person,51.14,-71.65,5.76,23.32,35.12,11.8,0.968,0.973,308,239,6,5,88.8,none,0.85
2026-06-29T12:12:26,3004,vehicle,27.28,13.48,6.21,23.32,42.23,18.91,7.695,0.779,550,238,98,115,50.8,none,0.83
2026-06-29T12:12:27,3005,person,18.09,34.12,11.85,23.59,31.67,8.08,0.856,0.946,609,222,16,18,83.9,none,0.82
2026-06-29T12:12:27,3012,person,31.89,-4.91,16.49,23.59,32.94,9.35,0.654,0.933,498,209,7,12,82.2,none,0.84
2026-06-29T12:12:27,3008,drone,65.61,163.21,10.97,23.59,39.01,15.42,0.327,0.758,976,224,4,4,83.1,heavy,0.55
2026-06-29T12:12:27,3004,animal,49.14,125.51,0.62,23.59,28.15,4.56,0.29,0.936,869,254,4,4,47.8,none,0.67
2026-06-29T12:12:27,3007,animal,64.09,-137.98,10.73,23.59,27.7,4.11,0.733,0.925,119,225,4,4,88.1,none,0.52
2026-06-29T12:12:28,3013,unknown,25.72,-24.23,11.78,23.53,25.82,2.29,2.743,0.92,443,222,37,46,69.4,none,0.69
2026-06-29T12:12:28,3007,person,54.46,127.65,7.61,23.53,34.31,10.78,1.054,0.965,875,234,6,9,47.1,none,0.83
2026-06-29T12:12:29,3015,person,34.24,110.13,15.49,23.37,31.2,7.83,0.592,0.958,825,211,6,4,53.2,none,0.85
2026-06-29T12:12:29,3013,unknown,14.0,171.86,8.93,23.37,34.04,10.67,2.236,0.928,1000,230,55,63,74.3,partial,0.77
2026-06-29T12:12:29,3005,unknown,75.55,-64.17,4.45,23.37,30.75,7.38,0.671,0.732,329,243,4,7,63.9,none,0.65
2026-06-29T12:12:30,3007,animal,36.89,67.56,22.65,23.36,32.62,9.26,0.557,0.99,704,191,5,6,65.0,heavy,0.46
2026-06-29T12:12:30,3008,vehicle,55.51,-62.11,7.45,23.36,28.85,5.49,5.211,0.825,335,234,32,36,87.1,partial,0.57
2026-06-29T12:12:30,3005,unknown,17.2,154.91,-0.87,23.36,20.36,-3.0,2.941,0.913,952,258,59,66,63.1,none,0.62
2026-06-29T12:12:30,3013,vehicle,48.44,-143.02,-4.24,23.36,52.27,28.91,6.452,0.942,105,268,46,52,50.6,none,0.98
2026-06-29T12:12:30,3009,vehicle,24.13,98.88,-7.91,23.36,34.25,10.89,5.341,0.755,793,278,77,95,53.2,partial,0.7
2026-06-29T12:12:30,3003,unknown,49.62,-73.78,-6.9,23.36,30.99,7.63,2.748,0.788,302,275,19,16,88.2,none,0.72
2026-06-29T12:12:30,3001,drone,20.23,-32.69,-7.93,23.36,32.62,9.26,0.284,0.888,419,278,4,6,81.6,none,0.84
2026-06-29T12:12:30,3011,drone,33.13,-68.17,-5.89,23.36,41.4,18.04,0.332,0.725,318,272,4,6,67.7,none,0.83
2026-06-29T12:12:31,3001,vehicle,42.59,-119.42,11.53,23.37,43.82,20.45,1.832,0.862,172,223,15,26,81.4,none,0.88
2026-06-29T12:12:31,3011,unknown,20.05,-128.07,9.18,23.37,32.39,9.02,2.821,0.772,147,229,49,77,48.3,partial,0.75
2026-06-29T12:12:31,3007,unknown,76.74,135.71,3.3,23.37,20.37,-3.0,1.425,0.627,898,246,6,9,47.1,none,0.51
2026-06-29T12:12:31,3004,person,47.75,-110.54,-7.41,23.37,34.14,10.77,0.447,0.969,197,277,4,5,64.3,none,0.8
2026-06-29T12:12:32,3001,person,17.55,-55.04,14.45,23.3,32.6,9.3,1.171,0.973,355,214,23,38,39.2,none,0.84
2026-06-29T12:12:32,3010,bicycle,34.67,70.09,-2.84,23.3,26.88,3.58,0.781,0.747,711,264,7,11,57.5,none,0.71
2026-06-29T12:12:33,3006,vehicle,23.82,-155.67,15.66,23.44,39.22,15.78,2.569,0.897,69,211,37,36,70.4,partial,0.77
2026-06-29T12:12:33,3004,person,19.29,89.48,3.85,23.44,34.32,10.88,1.117,0.94,766,245,20,25,36.0,none,0.9
2026-06-29T12:12:34,3002,person,44.71,108.38,8.3,23.28,31.87,8.59,0.793,0.987,820,232,6,9,47.9,none,0.75
2026-06-29T12:12:34,3004,vehicle,71.16,-171.75,0.26,23.28,42.06,18.78,4.714,0.874,23,255,23,26,76.0,partial,0.69
2026-06-29T12:12:34,3003,person,20.27,-46.47,13.77,23.28,31.79,8.51,0.932,0.934,379,216,16,19,77.3,none,0.83
2026-06-29T12:12:34,3011,bicycle,53.46,-50.7,-2.15,23.28,22.59,-0.69,1.387,0.834,367,262,9,14,51.8,heavy,0.35
2026-06-29T12:12:34,3010,bicycle,49.72,-69.76,7.18,23.28,25.16,1.88,0.406,0.771,313,235,4,4,60.7,none,0.65
2026-06-29T12:12:34,3009,vehicle,64.61,163.57,7.98,23.28,32.92,9.64,1.964,0.878,977,233,10,13,66.3,none,0.69
2026-06-29T12:12:34,3014,vehicle,54.89,126.81,1.96,23.28,38.56,15.28,3.963,0.777,872,250,25,26,88.9,none,0.89
2026-06-29T12:12:34,3013,person,30.0,118.15,-4.69,23.28,34.66,11.38,0.426,0.965,848,269,4,4,38.2,none,0.85
2026-06-29T12:12:35,3013,bicycle,37.06,-130.06,1.75,23.4,21.02,-2.38,1.096,0.707,142,251,10,16,52.6,none,0.48
2026-06-29T12:12:35,3008,vehicle,34.63,39.59,21.2,23.4,37.58,14.18,2.404,0.949,624,195,24,20,85.5,partial,0.72
2026-06-29T12:12:35,3006,person,28.38,-127.47,-5.5,23.4,32.64,9.24,1.155,0.954,149,271,14,13,68.9,none,0.74
2026-06-29T12:12:35,3014,unknown,35.76,113.77,-5.46,23.4,31.32,7.92,0.801,0.897,835,271,7,8,57.2,none,0.81
2026-06-29T12:12:35,3007,unknown,5.25,-114.98,16.36,23.4,28.38,4.98,2.396,0.845,184,209,159,220,57.6,none,0.72
2026-06-29T12:12:35,3011,unknown,55.88,-25.17,18.75,23.4,27.52,4.12,0.357,0.769,440,202,4,5,70.4,none,0.7
2026-06-29T12:12:35,3002,person,65.94,84.45,6.83,23.4,33.62,10.22,0.59,0.985,752,236,4,5,39.9,none,0.82
2026-06-29T12:12:35,3004,person,66.8,172.01,0.09,23.4,31.22,7.82,1.103,0.944,1001,255,5,7,41.2,none,0.74
2026-06-29T12:12:36,3015,bicycle,39.65,146.88,20.1,23.42,22.98,-0.44,0.72,0.795,929,198,6,6,49.4,none,0.54
2026-06-29T12:12:36,3009,person,77.95,-111.55,8.68,23.42,30.12,6.7,0.511,0.939,194,231,4,4,87.4,partial,0.57
2026-06-29T12:12:36,3001,person,28.1,-171.87,9.78,23.42,33.27,9.85,1.095,0.986,23,228,13,9,43.1,none,0.8
2026-06-29T12:12:37,3001,vehicle,10.35,111.2,19.12,23.24,47.74,24.5,4.696,0.938,828,201,158,181,71.5,none,0.98
2026-06-29T12:12:37,3015,unknown,7.57,-57.01,-2.65,23.24,30.31,7.07,1.067,0.74,349,263,49,42,38.1,none,0.74
2026-06-29T12:12:37,3003,person,19.96,-21.09,1.02,23.24,30.27,7.03,1.16,0.957,452,253,20,30,35.7,partial,0.6
2026-06-29T12:12:37,3009,animal,22.49,101.97,12.25,23.24,35.36,12.12,0.277,0.931,802,221,4,4,40.0,none,0.97
2026-06-29T12:12:37,3004,vehicle,56.07,-113.24,14.74,23.24,31.94,8.7,5.989,0.885,189,214,37,52,56.6,partial,0.72
2026-06-29T12:12:37,3005,person,80.38,15.93,11.96,23.24,33.51,10.27,1.154,0.946,557,221,5,6,36.0,partial,0.64
2026-06-29T12:12:37,3002,bicycle,21.73,-91.39,22.91,23.24,23.17,-0.07,0.957,0.847,252,190,15,17,77.1,partial,0.38
2026-06-29T12:12:37,3007,person,29.6,55.27,1.04,23.24,36.11,12.87,0.424,0.938,669,253,5,4,50.9,partial,0.82
2026-06-29T12:12:37,3010,person,81.4,7.59,8.86,23.24,29.2,5.96,0.362,0.939,533,230,4,4,36.6,none,0.67
2026-06-29T12:12:38,3010,drone,82.85,-8.77,-2.47,23.44,37.83,14.39,0.156,0.763,487,263,4,4,44.5,partial,0.63
2026-06-29T12:12:38,3009,person,8.52,60.2,-1.52,23.44,34.61,11.17,1.035,0.941,683,260,42,34,71.9,none,0.88
2026-06-29T12:12:38,3002,animal,43.99,126.14,12.41,23.44,31.47,8.03,0.479,0.97,870,220,4,4,47.2,none,0.81
2026-06-29T12:12:39,3010,person,43.35,7.51,-5.3,23.28,33.55,10.27,0.686,0.935,533,271,5,6,53.9,none,0.8
2026-06-29T12:12:39,3007,animal,54.87,-53.07,5.41,23.28,29.26,5.98,0.281,0.96,361,240,4,4,86.8,none,0.65
2026-06-29T12:12:39,3001,person,24.47,79.19,1.1,23.28,33.56,10.28,0.451,0.932,737,252,6,5,38.2,none,0.9
2026-06-29T12:12:39,3008,animal,80.78,109.23,3.32,23.28,30.94,7.66,0.711,0.929,822,246,4,6,87.1,none,0.67
2026-06-29T12:12:39,3014,unknown,23.2,167.02,9.66,23.28,36.0,12.72,1.039,0.614,987,228,15,23,62.3,none,0.94
2026-06-29T12:12:39,3002,person,55.17,140.67,11.39,23.28,30.98,7.7,0.39,0.988,912,223,4,5,36.4,none,0.83
2026-06-29T12:12:39,3009,vehicle,89.87,-108.92,12.77,23.28,29.81,6.53,4.316,0.919,202,219,16,14,40.2,none,0.7
2026-06-29T12:12:39,3015,vehicle,66.67,80.52,19.66,23.28,24.39,1.11,6.157,0.753,741,200,32,26,85.5,none,0.42
2026-06-29T12:12:40,3005,vehicle,9.75,62.19,18.21,23.35,42.63,19.28,1.595,0.765,688,204,57,50,73.2,none,0.89
2026-06-29T12:12:40,3007,unknown,75.49,148.24,17.34,23.35,31.8,8.45,0.957,0.903,933,206,4,6,75.4,none,0.68
2026-06-29T12:12:40,3008,person,84.9,75.96,14.45,23.35,30.66,7.31,0.826,0.931,728,214,4,5,37.1,none,0.7
2026-06-29T12:12:40,3004,vehicle,87.17,-141.36,20.29,23.35,38.8,15.45,4.155,0.844,109,198,16,16,53.2,none,0.84
2026-06-29T12:12:40,3014,person,75.68,174.65,-2.33,23.35,29.78,6.43,0.455,0.932,1008,262,4,4,58.2,partial,0.54
2026-06-29T12:12:40,3009,unknown,42.95,-40.38,-7.28,23.35,27.76,4.41,0.866,0.772,397,276,7,7,83.2,none,0.69
2026-06-29T12:12:41,3003,person,13.2,-132.1,20.79,23.7,35.78,12.08,0.851,0.933,136,196,22,28,85.6,partial,0.7
2026-06-29T12:12:41,3010,unknown,84.5,122.8,2.26,23.7,22.3,-1.4,1.025,0.642,861,249,4,6,86.9,partial,0.35
2026-06-29T12:12:41,3006,person,4.67,75.92,21.12,23.7,32.9,9.2,0.648,0.954,727,195,48,46,72.4,none,0.82
2026-06-29T12:12:41,3008,person,44.99,146.98,20.33,23.7,31.17,7.47,0.357,0.978,930,198,4,4,86.6,none,0.83
2026-06-29T12:12:41,3004,person,9.57,11.44,0.96,23.7,33.27,9.57,0.36,0.959,544,253,13,23,56.7,none,0.88
2026-06-29T12:12:41,3005,bicycle,25.21,-91.66,11.81,23.7,23.26,-0.44,1.307,0.751,251,222,18,20,77.3,partial,0.4
2026-06-29T12:12:42,3003,vehicle,17.25,174.19,13.62,23.62,37.11,13.49,7.708,0.835,1007,217,156,121,50.4,none,0.94
2026-06-29T12:12:42,3011,unknown,75.65,43.3,14.73,23.62,24.81,1.19,2.698,0.936,635,214,12,11,37.5,none,0.48
2026-06-29T12:12:42,3012,drone,28.59,-176.19,23.69,23.62,35.76,12.14,0.311,0.79,10,188,4,4,78.0,partial,0.73
2026-06-29T12:12:43,3007,person,20.86,-55.58,5.13,23.31,33.79,10.48,0.558,0.942,353,241,9,10,79.0,partial,0.67
2026-06-29T12:12:43,3001,animal,80.15,45.36,6.44,23.31,30.02,6.71,0.654,0.988,641,237,4,4,66.6,none,0.59
2026-06-29T12:12:43,3002,unknown,1.63,-145.06,22.32,23.31,29.75,6.44,1.295,0.608,99,192,260,220,79.6,none,0.78
2026-06-29T12:12:43,3004,animal,1.28,-94.47,16.05,23.31,31.58,8.27,0.757,0.949,243,210,206,220,68.0,none,0.86
2026-06-29T12:12:43,3012,vehicle,86.98,-105.36,-5.52,23.31,30.95,7.64,7.356,0.87,212,271,29,36,46.3,none,0.61
2026-06-29T12:12:44,3005,drone,61.86,155.49,22.42,23.39,36.89,13.5,0.218,0.812,954,192,4,4,38.1,none,0.82
2026-06-29T12:12:44,3006,person,85.2,65.78,-6.65,23.39,29.78,6.39,1.036,0.931,699,274,4,5,56.6,none,0.62
2026-06-29T12:12:44,3012,animal,87.99,-53.47,-7.17,23.39,28.75,5.36,0.666,0.975,359,276,4,5,54.8,partial,0.55
2026-06-29T12:12:44,3013,vehicle,81.54,-119.69,20.82,23.39,49.81,26.42,5.275,0.83,171,196,22,32,49.6,none,0.88
2026-06-29T12:12:44,3002,drone,78.09,97.61,24.19,23.39,28.28,4.89,0.064,0.802,789,187,4,4,57.4,none,0.67
2026-06-29T12:12:44,3003,vehicle,27.95,2.01,19.06,23.39,56.6,33.21,1.663,0.809,517,201,20,20,39.3,none,0.87
2026-06-29T12:12:44,3004,person,72.11,-98.1,-0.97,23.39,29.49,6.1,0.6,0.982,232,258,4,6,72.1,none,0.64
2026-06-29T12:12:44,3008,vehicle,85.97,-27.35,8.88,23.39,26.11,2.72,5.225,0.829,434,230,21,36,56.3,none,0.49
2026-06-29T12:12:45,3008,unknown,82.83,-131.84,13.62,23.22,29.76,6.54,2.614,0.771,136,217,11,17,82.9,none,0.73
2026-06-29T12:12:45,3001,unknown,88.62,-115.06,19.64,23.22,25.77,2.55,1.576,0.698,184,200,6,7,82.3,none,0.48
2026-06-29T12:12:45,3010,unknown,47.04,-48.12,24.19,23.22,20.22,-3.0,2.982,0.834,375,187,22,21,37.0,none,0.57
2026-06-29T12:12:46,3006,person,22.3,-128.23,0.72,23.41,34.7,11.29,0.499,0.976,147,253,7,10,64.0,none,0.86
2026-06-29T12:12:46,3007,unknown,83.83,-160.17,10.97,23.41,21.68,-1.73,2.215,0.939,56,224,9,14,40.9,partial,0.4
2026-06-29T12:12:46,3004,unknown,82.8,-102.19,17.67,23.41,26.16,2.75,2.785,0.699,221,205,11,8,61.6,partial,0.38
2026-06-29T12:12:46,3012,vehicle,78.33,116.44,9.76,23.41,47.61,24.2,7.767,0.813,843,228,34,26,71.0,heavy,0.61
2026-06-29T12:12:47,3008,animal,69.08,-128.63,2.65,23.39,26.69,3.3,0.746,0.979,146,248,4,6,81.7,none,0.64
2026-06-29T12:12:47,3002,person,52.44,52.25,18.71,23.39,31.29,7.9,0.33,0.957,660,202,4,6,86.0,partial,0.64
2026-06-29T12:12:47,3013,unknown,67.32,5.95,-6.0,23.39,20.46,-2.93,1.389,0.849,528,273,7,5,40.5,none,0.46
2026-06-29T12:12:47,3015,drone,26.13,-88.46,20.24,23.39,40.7,17.31,0.097,0.783,260,198,4,4,50.4,none,0.82
2026-06-29T12:12:48,3015,person,80.48,148.31,-0.26,23.62,29.5,5.88,0.515,0.962,933,256,4,6,79.3,none,0.62
2026-06-29T12:12:48,3012,person,72.83,97.94,-2.81,23.62,28.49,4.87,0.268,0.949,790,263,4,4,58.0,none,0.61
2026-06-29T12:12:48,3011,animal,19.87,15.05,-7.69,23.62,32.27,8.65,0.414,0.942,554,277,7,11,41.5,none,0.77
2026-06-29T12:12:48,3003,animal,48.8,96.71,9.49,23.62,29.42,5.8,0.483,0.931,787,229,4,5,52.2,none,0.73
2026-06-29T12:12:48,3004,vehicle,72.03,125.55,17.69,23.62,41.34,17.72,6.88,0.79,869,205,33,30,38.9,partial,0.77
2026-06-29T12:12:48,3014,vehicle,19.77,139.87,18.11,23.62,31.42,7.8,4.725,0.794,909,204,83,100,42.6,partial,0.65
2026-06-29T12:12:48,3001,person,86.86,69.56,8.18,23.62,30.2,6.58,0.638,0.948,709,232,4,4,73.9,heavy,0.41
2026-06-29T12:12:48,3009,animal,32.62,-48.03,1.05,23.62,30.6,6.98,0.478,0.954,375,253,5,5,63.5,none,0.78
2026-06-29T12:12:49,3012,vehicle,82.69,2.35,20.04,23.22,49.54,26.32,4.874,0.81,518,198,20,35,87.5,none,0.88
2026-06-29T12:12:49,3010,person,76.31,-55.16,17.18,23.22,31.39,8.17,0.637,0.977,355,207,4,6,43.6,none,0.72
2026-06-29T12:12:49,3002,drone,72.68,-86.68,16.78,23.22,45.68,22.46,0.288,0.859,265,208,4,4,88.0,none,0.85
2026-06-29T12:12:50,3004,bicycle,89.28,63.48,9.47,23.41,20.67,-2.74,0.819,0.855,692,229,4,4,88.5,partial,0.35
2026-06-29T12:12:50,3006,vehicle,66.75,-163.49,1.3,23.41,40.75,17.34,1.754,0.875,46,252,9,6,89.6,heavy,0.52
2026-06-29T12:12:50,3007,unknown,67.41,139.81,0.22,23.41,20.41,-3.0,1.087,0.654,909,255,5,4,43.7,none,0.53
2026-06-29T12:12:50,3013,unknown,68.31,121.44,11.85,23.41,20.41,-3.0,0.64,0.761,857,222,4,6,52.2,none,0.54
2026-06-29T12:12:50,3001,person,31.79,175.7,18.8,23.41,33.46,10.05,1.161,0.969,1011,202,12,12,41.5,none,0.82
2026-06-29T12:12:50,3005,person,70.71,-13.07,22.87,23.41,33.66,10.25,0.263,0.949,474,190,4,6,65.9,heavy,0.55
2026-06-29T12:12:50,3015,unknown,18.89,32.52,14.91,23.41,32.72,9.31,2.6,0.895,604,213,48,47,83.3,partial,0.63
2026-06-29T12:12:50,3011,vehicle,47.22,168.52,16.43,23.41,43.08,19.67,6.733,0.913,991,209,49,80,46.9,none,0.84
2026-06-29T12:12:50,3008,drone,72.8,3.12,-5.54,23.41,37.96,14.55,0.071,0.719,520,271,4,4,88.7,none,0.84
2026-06-29T12:12:51,3003,person,83.79,-102.13,7.15,23.59,32.68,9.09,0.639,0.955,221,235,4,4,58.1,none,0.71
2026-06-29T12:12:51,3015,person,33.22,-144.35,-5.77,23.59,32.12,8.53,0.449,0.955,101,272,4,4,41.7,none,0.81
2026-06-29T12:12:51,3004,person,7.95,-53.9,8.47,23.59,35.08,11.49,0.696,0.95,358,231,30,23,41.4,none,0.85
2026-06-29T12:12:51,3011,vehicle,9.81,-100.41,10.22,23.59,47.04,23.45,2.169,0.758,226,226,77,101,50.2,none,0.82
2026-06-29T12:12:51,3007,person,56.41,-5.71,3.22,23.59,30.39,6.8,0.711,0.94,495,246,4,6,49.2,heavy,0.51
2026-06-29T12:12:51,3014,vehicle,6.18,-21.35,20.89,23.59,38.91,15.32,4.673,0.82,451,196,260,220,45.1,none,0.86
2026-06-29T12:12:51,3009,person,24.24,90.27,1.88,23.59,34.67,11.08,0.937,0.96,768,250,13,19,53.4,none,0.9
2026-06-29T12:12:52,3006,person,19.62,103.94,-4.36,23.22,38.3,15.08,0.809,0.958,807,268,14,13,40.2,none,0.86
2026-06-29T12:12:52,3004,vehicle,46.65,3.5,8.14,23.22,38.11,14.89,2.197,0.775,521,232,16,20,89.5,none,0.93
2026-06-29T12:12:53,3004,vehicle,89.61,50.96,-4.59,23.4,43.81,20.41,1.752,0.853,656,269,6,7,59.8,none,0.82
2026-06-29T12:12:53,3010,unknown,53.12,49.41,-1.23,23.4,22.82,-0.58,2.974,0.784,652,259,19,14,78.1,heavy,0.35
2026-06-29T12:12:53,3008,bicycle,82.3,77.3,16.61,23.4,22.75,-0.65,0.635,0.796,731,208,4,5,46.8,none,0.48
2026-06-29T12:12:53,3009,person,85.11,-143.2,4.56,23.4,34.59,11.19,0.525,0.964,104,243,4,6,76.2,none,0.78
2026-06-29T12:12:53,3011,person,76.23,32.34,6.02,23.4,29.49,6.09,0.502,0.954,603,238,4,4,84.7,none,0.72
2026-06-29T12:12:53,3005,drone,21.01,33.45,8.79,23.4,35.65,12.25,0.094,0.737,607,230,4,5,52.5,none,0.87
2026-06-29T12:12:54,3010,bicycle,87.74,-153.66,24.38,23.61,20.61,-3.0,1.088,0.717,74,186,4,6,45.0,none,0.46
2026-06-29T12:12:54,3005,person,75.28,-155.77,4.53,23.61,29.42,5.81,0.726,0.952,68,243,4,6,51.5,none,0.7
2026-06-29T12:12:54,3001,person,37.11,60.11,2.94,23.61,34.74,11.13,0.254,0.973,682,247,4,4,70.9,none,0.9
2026-06-29T12:12:54,3013,unknown,78.59,85.99,0.22,23.61,20.61,-3.0,1.233,0.854,756,255,5,8,44.9,partial,0.35
2026-06-29T12:12:54,3003,person,84.29,-64.52,21.68,23.61,29.36,5.75,0.656,0.941,328,194,4,4,39.0,none,0.6
2026-06-29T12:12:54,3002,person,24.37,-144.96,-5.03,23.61,32.97,9.36,0.691,0.96,99,270,9,8,41.8,partial,0.74
2026-06-29T12:12:55,3002,person,10.6,-70.02,16.03,23.32,34.54,11.22,0.677,0.932,312,210,22,38,47.9,none,0.93
2026-06-29T12:12:55,3001,person,3.98,-161.17,9.26,23.32,36.21,12.89,1.049,0.97,53,229,92,75,57.1,none,0.94
2026-06-29T12:12:56,3002,unknown,62.62,-117.59,5.84,23.47,28.89,5.42,2.547,0.62,177,239,14,20,57.1,partial,0.55
