timestamp,mission_elapsed_s,track_id,target_class,range_m,azimuth_deg,elevation_deg,local_solar_incidence_deg,illumination_condition,estimated_surface_temp_c,background_temp_c,thermal_contrast_c,emissivity_estimate,thermal_inertia_proxy,hotspot_area_m2,cold_shadow_fraction,image_x_px,image_y_px,bbox_width_px,bbox_height_px,netd_mk,confidence
2026-06-29T12:17:10,1030,6104,boulder,104.23,-85.63,4.14,29.5,direct_sun,52.32,96.88,-44.56,0.865,0.126,3.014,0.33,268,244,12,15,99.8,0.57
2026-06-29T12:17:11,1031,6122,shadow_edge,12.8,125.21,17.62,28.8,direct_sun,50.82,78.32,-27.5,0.878,0.516,3.027,0.405,868,205,99,106,68.1,0.54
2026-06-29T12:17:11,1031,6106,lander_leg,22.3,36.2,29.01,28.8,direct_sun,105.15,78.32,26.83,0.611,0.334,4.067,0.042,614,173,76,82,84.1,0.67
2026-06-29T12:17:11,1031,6103,crater_floor,31.94,92.37,27.89,28.8,direct_sun,12.47,78.32,-65.85,0.945,0.667,0.317,0.72,774,176,4,3,72.7,0.69
2026-06-29T12:17:11,1031,6111,unknown,85.13,5.81,-2.22,28.8,direct_sun,79.13,78.32,0.81,0.776,0.624,4.311,0.044,528,262,21,28,71.3,0.26
2026-06-29T12:17:11,1031,6116,boulder,102.45,56.32,6.41,28.8,direct_sun,53.1,78.32,-25.23,0.939,0.293,3.018,0.221,672,237,12,14,63.7,0.47
2026-06-29T12:17:12,1032,6113,regolith_mound,19.71,128.05,-17.8,30.3,direct_sun,23.07,75.59,-52.52,0.898,0.441,2.054,0.466,876,306,43,75,79.0,0.67
2026-06-29T12:17:12,1032,6101,crater_floor,21.84,-23.61,14.14,30.3,direct_sun,64.62,75.59,-10.97,0.89,0.362,2.383,0.043,444,215,45,29,35.1,0.46
2026-06-29T12:17:12,1032,6105,unknown,35.75,-45.32,27.51,30.3,direct_sun,62.12,75.59,-13.47,0.806,0.396,2.5,0.079,383,177,29,34,85.7,0.44
2026-06-29T12:17:12,1032,6117,crater_rim,48.02,-168.02,-9.97,30.3,direct_sun,44.57,75.59,-31.02,0.943,0.531,2.669,0.441,34,284,23,37,65.4,0.48
2026-06-29T12:17:12,1032,6109,crater_floor,3.16,44.3,7.03,30.3,direct_sun,66.1,75.59,-9.49,0.935,0.593,1.132,0.033,638,236,150,247,53.1,0.5
2026-06-29T12:17:12,1032,6112,rover_track,6.08,165.45,4.24,30.3,direct_sun,55.06,75.59,-20.53,0.873,0.294,3.855,0.167,982,243,266,229,42.5,0.54
2026-06-29T12:17:12,1032,6107,small_rock,96.05,-12.64,32.08,30.3,direct_sun,52.39,75.59,-23.21,0.945,0.703,6.017,0.282,476,164,26,21,42.2,0.34
2026-06-29T12:17:12,1032,6116,crater_floor,12.07,-174.15,34.76,30.3,direct_sun,38.45,75.59,-37.14,0.9,0.361,1.967,0.249,16,157,68,129,35.0,0.62
2026-06-29T12:17:13,1033,6114,crater_floor,20.7,-99.81,20.91,27.6,direct_sun,78.14,95.18,-17.04,0.903,0.611,6.855,0.062,228,196,139,135,65.2,0.5
2026-06-29T12:17:13,1033,6107,rover_track,1.92,-151.03,10.71,27.6,direct_sun,50.33,95.18,-44.85,0.894,0.536,4.081,0.583,82,225,320,257,74.5,0.65
2026-06-29T12:17:13,1033,6122,rover_track,50.77,153.17,0.8,27.6,direct_sun,84.25,95.18,-10.93,0.934,0.279,0.91,0.061,947,253,7,9,40.4,0.4
2026-06-29T12:17:13,1033,6104,boulder,6.93,-103.97,26.47,27.6,direct_sun,46.67,95.18,-48.51,0.894,0.439,4.67,0.561,216,180,282,260,48.2,0.78
2026-06-29T12:17:13,1033,6109,boulder,27.54,-24.23,17.55,27.6,direct_sun,88.42,95.18,-6.76,0.869,0.449,4.081,0.101,443,206,62,97,90.4,0.54
2026-06-29T12:17:13,1033,6112,regolith_mound,44.78,-94.4,17.26,27.6,direct_sun,74.06,95.18,-21.12,0.897,0.844,6.111,0.174,243,206,57,87,73.7,0.46
2026-06-29T12:17:14,1034,6114,equipment,70.98,6.64,16.86,28.2,direct_sun,104.16,72.32,31.85,0.801,0.314,3.353,0.006,530,208,19,13,49.5,0.6
2026-06-29T12:17:14,1034,6120,small_rock,44.4,47.23,4.06,28.2,direct_sun,51.53,72.32,-20.79,0.873,0.642,3.646,0.356,646,244,34,21,53.7,0.44
2026-06-29T12:17:14,1034,6122,crater_floor,89.47,2.6,25.25,28.2,direct_sun,12.81,72.32,-59.51,0.975,0.02,0.563,0.687,519,184,3,3,87.4,0.53
2026-06-29T12:17:14,1034,6123,small_rock,21.07,114.52,-2.71,28.2,direct_sun,7.55,72.32,-64.77,0.915,0.457,1.094,0.664,837,263,21,33,74.2,0.72
2026-06-29T12:17:15,1035,6119,shadow_edge,29.69,40.98,9.61,30.6,direct_sun,44.16,85.33,-41.17,0.919,0.779,0.066,0.399,628,228,3,3,58.5,0.59
2026-06-29T12:17:15,1035,6115,crater_rim,48.65,105.52,0.9,30.6,direct_sun,70.96,85.33,-14.37,0.968,0.371,4.745,0.204,812,253,40,56,91.4,0.41
2026-06-29T12:17:15,1035,6104,regolith_mound,41.59,100.85,31.42,30.6,direct_sun,5.37,85.33,-79.96,0.949,0.324,1.581,0.837,798,166,15,10,46.5,0.74
2026-06-29T12:17:15,1035,6101,regolith_mound,97.7,-15.1,-0.61,30.6,direct_sun,61.34,85.33,-24.0,0.962,0.771,0.671,0.356,469,257,3,3,85.2,0.34
2026-06-29T12:17:15,1035,6123,unknown,81.32,16.47,-12.92,30.6,direct_sun,28.02,85.33,-57.31,0.677,0.286,0.868,0.767,558,292,4,6,90.5,0.53
2026-06-29T12:17:15,1035,6108,crater_floor,9.67,-175.69,5.73,30.6,direct_sun,20.4,85.33,-64.94,0.89,0.289,1.488,0.653,12,239,64,43,57.5,0.75
2026-06-29T12:17:15,1035,6121,regolith_mound,57.94,-47.99,14.15,30.6,direct_sun,14.96,85.33,-70.38,0.901,0.539,0.763,0.632,375,215,5,5,53.4,0.67
2026-06-29T12:17:16,1036,6104,crater_rim,99.39,-151.08,18.63,32.5,direct_sun,42.58,67.49,-24.91,0.96,0.161,2.282,0.291,82,203,9,13,48.3,0.35
2026-06-29T12:17:16,1036,6116,small_rock,23.12,136.27,7.08,32.5,direct_sun,-3.91,67.49,-71.4,0.889,0.537,3.861,0.735,899,235,70,92,79.4,0.75
2026-06-29T12:17:16,1036,6108,small_rock,83.87,67.06,-17.41,32.5,direct_sun,2.16,67.49,-65.33,0.934,0.451,2.727,0.752,702,305,13,23,69.9,0.57
2026-06-29T12:17:16,1036,6110,crater_floor,54.59,19.66,18.69,32.5,direct_sun,21.11,67.49,-46.38,0.948,0.244,0.283,0.497,567,202,3,3,62.2,0.55
2026-06-29T12:17:16,1036,6120,lander_leg,105.67,-45.0,5.27,32.5,direct_sun,81.68,67.49,14.19,0.554,0.357,0.46,0.216,384,240,3,3,68.2,0.4
2026-06-29T12:17:16,1036,6103,shadow_edge,98.92,-0.5,1.76,32.5,direct_sun,2.77,67.49,-64.72,0.965,0.241,1.188,0.72,510,250,5,4,103.4,0.54
2026-06-29T12:17:16,1036,6111,rover_track,76.24,-13.26,6.96,32.5,direct_sun,58.36,67.49,-9.13,0.913,0.417,3.533,0.089,474,236,19,27,93.8,0.33
2026-06-29T12:17:16,1036,6118,boulder,24.35,167.95,5.74,32.5,direct_sun,18.91,67.49,-48.58,0.911,0.447,2.6,0.583,989,239,44,55,45.3,0.74
2026-06-29T12:17:16,1036,6113,small_rock,61.52,59.81,35.0,32.5,direct_sun,7.76,67.49,-59.73,0.915,0.539,0.055,0.661,682,156,3,3,70.2,0.6
2026-06-29T12:17:16,1036,6102,small_rock,49.6,130.18,2.19,32.5,direct_sun,14.97,67.49,-52.52,0.872,0.399,3.728,0.704,882,249,31,47,102.0,0.58
2026-06-29T12:17:17,1037,6112,shadow_edge,104.11,-73.3,-11.47,32.4,direct_sun,38.49,76.73,-38.24,0.849,0.116,2.448,0.45,303,288,9,14,81.4,0.4
2026-06-29T12:17:17,1037,6110,regolith_mound,17.91,-74.3,0.04,32.4,direct_sun,64.31,76.73,-12.42,0.941,0.45,4.367,0.26,300,255,102,81,50.8,0.46
2026-06-29T12:17:17,1037,6101,crater_rim,16.79,150.44,10.41,32.4,direct_sun,70.95,76.73,-5.78,0.867,0.663,4.46,0.037,939,226,111,110,97.9,0.44
2026-06-29T12:17:17,1037,6120,unknown,61.13,178.23,-8.52,32.4,direct_sun,67.83,76.73,-8.9,0.861,0.186,6.563,0.164,1018,280,45,77,50.2,0.35
2026-06-29T12:17:17,1037,6116,crater_floor,40.06,-78.91,10.37,32.4,direct_sun,41.88,76.73,-34.85,0.921,0.12,2.29,0.415,287,226,24,32,63.9,0.52
2026-06-29T12:17:17,1037,6103,unknown,20.8,-0.93,22.74,32.4,direct_sun,66.56,76.73,-10.17,0.857,0.374,3.206,0.142,509,191,64,73,44.9,0.45
2026-06-29T12:17:17,1037,6114,crater_floor,77.46,-132.63,-3.23,32.4,direct_sun,74.72,76.73,-2.01,0.906,0.75,5.307,0.045,134,265,28,20,105.8,0.29
2026-06-29T12:17:17,1037,6119,crater_rim,77.01,44.46,20.78,32.4,direct_sun,64.68,76.73,-12.05,0.903,0.553,6.146,0.25,638,196,33,56,104.0,0.32
2026-06-29T12:17:18,1038,6109,regolith_mound,108.95,113.71,29.57,28.3,direct_sun,49.87,74.76,-24.89,0.939,0.591,1.419,0.293,835,171,5,8,41.7,0.33
2026-06-29T12:17:18,1038,6115,shadow_edge,77.75,-7.91,-13.05,28.3,direct_sun,3.8,74.76,-70.96,0.91,0.22,1.955,0.822,489,293,10,8,103.3,0.61
2026-06-29T12:17:18,1038,6117,small_rock,82.63,-15.33,-12.9,28.3,direct_sun,30.89,74.76,-43.87,0.913,0.488,1.382,0.407,468,292,7,9,94.0,0.48
2026-06-29T12:17:18,1038,6119,regolith_mound,12.47,91.17,3.06,28.3,direct_sun,47.94,74.76,-26.82,0.884,0.449,5.241,0.326,771,247,176,180,106.2,0.55
2026-06-29T12:17:18,1038,6103,crater_rim,53.07,173.95,2.53,28.3,direct_sun,74.14,74.76,-0.62,0.945,0.394,6.086,0.073,1006,248,48,52,75.7,0.33
2026-06-29T12:17:18,1038,6106,small_rock,20.07,-107.68,15.52,28.3,direct_sun,68.75,74.76,-6.01,0.874,0.199,4.807,0.049,205,211,100,70,84.9,0.44
2026-06-29T12:17:18,1038,6112,crater_floor,48.05,-7.51,-6.95,28.3,direct_sun,50.46,74.76,-24.3,0.954,0.245,5.251,0.326,490,275,45,41,92.5,0.45
2026-06-29T12:17:18,1038,6104,crater_floor,98.61,-109.53,8.05,28.3,direct_sun,47.79,74.76,-26.97,0.913,0.867,2.415,0.151,200,233,10,12,102.5,0.37
2026-06-29T12:17:19,1039,6104,small_rock,97.19,-120.66,-6.62,30.3,direct_sun,49.93,78.82,-28.9,0.853,0.327,1.281,0.392,168,274,5,5,54.4,0.36
2026-06-29T12:17:19,1039,6117,small_rock,10.45,-162.39,23.85,30.3,direct_sun,32.77,78.82,-46.05,0.863,0.162,3.42,0.483,50,188,137,116,85.3,0.65
2026-06-29T12:17:19,1039,6107,regolith_mound,58.5,-151.74,9.91,30.3,direct_sun,43.68,78.82,-35.14,0.897,0.32,1.387,0.318,80,227,9,16,48.8,0.49
2026-06-29T12:17:19,1039,6111,shadow_edge,28.0,169.77,-14.34,30.3,direct_sun,9.76,78.82,-69.06,0.85,0.072,1.502,0.764,994,296,22,13,69.0,0.72
2026-06-29T12:17:19,1039,6122,boulder,29.85,-41.27,26.91,30.3,direct_sun,46.18,78.82,-32.64,0.933,0.035,0.527,0.329,394,179,7,10,50.6,0.66
2026-06-29T12:17:19,1039,6113,crater_floor,108.11,-38.69,-6.76,30.3,direct_sun,68.87,78.82,-9.95,0.924,0.418,2.874,0.087,401,275,11,15,58.5,0.26
2026-06-29T12:17:19,1039,6110,rover_track,103.12,90.17,15.59,30.3,direct_sun,27.77,78.82,-51.05,0.97,0.572,2.109,0.763,768,211,8,9,109.0,0.44
2026-06-29T12:17:20,1040,6108,boulder,31.15,-62.32,27.17,28.7,direct_sun,59.1,86.44,-27.35,0.931,0.285,1.146,0.254,334,178,15,22,100.7,0.64
2026-06-29T12:17:20,1040,6103,small_rock,2.9,-134.12,21.92,28.7,direct_sun,33.8,86.44,-52.65,0.858,0.78,2.505,0.522,130,193,320,260,85.8,0.7
2026-06-29T12:17:20,1040,6118,boulder,99.85,30.64,-5.19,28.7,direct_sun,52.56,86.44,-33.89,0.953,0.702,5.177,0.406,599,270,21,23,107.0,0.51
2026-06-29T12:17:20,1040,6107,unknown,82.21,-137.67,0.88,28.7,direct_sun,51.25,86.44,-35.2,0.838,0.223,4.186,0.335,120,253,21,21,83.7,0.44
2026-06-29T12:17:21,1041,6121,small_rock,84.3,117.19,-0.5,29.9,direct_sun,18.69,65.95,-47.26,0.849,0.422,2.157,0.548,845,257,10,9,67.0,0.49
2026-06-29T12:17:21,1041,6114,rover_track,95.54,83.57,12.04,29.9,direct_sun,71.64,65.95,5.69,0.937,0.134,1.06,0.07,749,221,4,7,47.6,0.26
2026-06-29T12:17:21,1041,6102,crater_rim,97.28,-127.25,23.5,29.9,direct_sun,18.96,65.95,-46.99,0.927,0.385,4.095,0.499,150,189,17,18,86.9,0.46
2026-06-29T12:17:22,1042,6104,rover_track,83.47,68.23,17.4,29.0,direct_sun,72.67,85.55,-12.88,0.923,0.361,5.476,0.122,706,206,27,18,88.3,0.33
2026-06-29T12:17:22,1042,6114,regolith_mound,105.43,-64.45,-6.16,29.0,direct_sun,20.11,85.55,-65.45,0.899,0.684,2.738,0.532,328,273,10,12,49.5,0.55
2026-06-29T12:17:22,1042,6111,small_rock,55.43,62.52,-6.99,29.0,direct_sun,70.86,85.55,-14.69,0.866,0.546,4.355,0.025,689,275,32,29,36.6,0.41
2026-06-29T12:17:22,1042,6106,regolith_mound,29.11,-83.01,24.29,29.0,direct_sun,76.73,85.55,-8.83,0.978,0.165,3.489,0.179,275,186,50,73,105.5,0.42
2026-06-29T12:17:23,1043,6105,regolith_mound,54.15,114.84,3.51,28.6,direct_sun,31.12,71.6,-40.47,0.881,0.774,5.171,0.45,838,246,40,50,104.5,0.52
2026-06-29T12:17:23,1043,6106,shadow_edge,53.95,42.75,33.16,28.6,direct_sun,17.5,71.6,-54.09,0.962,0.105,3.49,0.548,633,161,27,30,71.5,0.59
2026-06-29T12:17:23,1043,6112,small_rock,67.97,-85.7,-8.2,28.6,direct_sun,46.92,71.6,-24.68,0.886,0.13,3.506,0.288,268,279,21,29,39.9,0.42
2026-06-29T12:17:23,1043,6109,boulder,31.48,118.83,-11.47,28.6,direct_sun,54.96,71.6,-16.63,0.89,0.787,6.557,0.099,850,288,87,91,55.4,0.59
2026-06-29T12:17:23,1043,6116,small_rock,9.2,8.08,-17.16,28.6,direct_sun,36.66,71.6,-34.93,0.891,0.483,1.423,0.412,534,304,64,99,65.7,0.59
2026-06-29T12:17:23,1043,6111,boulder,88.96,-44.8,25.19,28.6,direct_sun,7.99,71.6,-63.6,0.957,0.566,3.886,0.699,384,184,18,21,83.2,0.68
2026-06-29T12:17:23,1043,6108,boulder,91.85,-134.21,-1.54,28.6,direct_sun,56.11,71.6,-15.49,0.948,0.325,2.553,0.109,130,260,11,18,88.6,0.45
2026-06-29T12:17:23,1043,6110,crater_rim,18.5,-64.82,26.52,28.6,direct_sun,31.46,71.6,-40.13,0.963,0.591,4.333,0.453,327,180,98,56,72.4,0.6
2026-06-29T12:17:23,1043,6115,rover_track,51.01,-147.32,1.08,28.6,direct_sun,65.18,71.6,-6.42,0.949,0.353,1.91,0.09,92,252,15,26,63.3,0.37
2026-06-29T12:17:23,1043,6107,small_rock,29.48,47.96,1.78,28.6,direct_sun,51.36,71.6,-20.23,0.928,0.534,0.418,0.137,648,250,5,3,52.7,0.49
2026-06-29T12:17:24,1044,6110,crater_rim,19.06,-17.44,21.54,29.2,direct_sun,58.06,86.98,-28.92,0.877,0.264,2.683,0.174,462,194,59,77,82.8,0.56
2026-06-29T12:17:24,1044,6101,small_rock,4.07,28.58,27.04,29.2,direct_sun,32.63,86.98,-54.35,0.877,0.785,2.835,0.445,593,179,292,260,84.7,0.72
2026-06-29T12:17:24,1044,6117,small_rock,78.05,162.97,-2.39,29.2,direct_sun,13.46,86.98,-73.52,0.862,0.476,0.161,0.841,975,262,3,4,62.6,0.62
2026-06-29T12:17:25,1045,6110,unknown,106.16,-95.51,32.72,29.3,direct_sun,14.24,60.69,-46.45,0.954,0.303,0.194,0.425,240,162,3,3,43.2,0.44
2026-06-29T12:17:25,1045,6111,shadow_edge,22.7,177.19,-12.84,29.3,direct_sun,6.55,60.69,-54.14,0.938,0.466,2.191,0.661,1016,292,40,66,53.2,0.65
2026-06-29T12:17:25,1045,6105,small_rock,88.03,-51.47,-2.04,29.3,direct_sun,55.37,60.69,-5.31,0.842,0.554,3.56,0.091,365,261,16,26,74.7,0.28
2026-06-29T12:17:25,1045,6107,regolith_mound,17.29,125.34,4.38,29.3,direct_sun,14.45,60.69,-46.24,0.977,0.652,1.96,0.378,868,243,47,53,76.4,0.65
2026-06-29T12:17:25,1045,6115,shadow_edge,74.58,-65.36,-6.0,29.3,direct_sun,18.81,60.69,-41.88,0.826,0.199,2.508,0.471,326,273,14,24,72.6,0.48
2026-06-29T12:17:25,1045,6119,boulder,46.97,18.94,25.23,29.3,direct_sun,-15.52,60.69,-76.2,0.914,0.615,2.789,0.782,565,184,24,20,93.8,0.84
2026-06-29T12:17:25,1045,6101,lander_leg,56.04,130.11,-12.96,29.3,direct_sun,57.54,60.69,-3.15,0.702,0.417,0.156,0.231,882,292,3,4,50.4,0.44
2026-06-29T12:17:26,1046,6109,unknown,92.97,54.35,7.89,29.1,direct_sun,37.8,72.64,-34.84,0.914,0.079,2.454,0.313,666,233,11,20,47.6,0.42
2026-06-29T12:17:26,1046,6107,equipment,30.59,-155.12,-6.78,29.1,direct_sun,83.85,72.64,11.2,0.797,0.534,2.491,0.23,70,275,34,19,94.3,0.54
2026-06-29T12:17:26,1046,6108,boulder,103.55,34.02,-11.51,29.1,direct_sun,59.12,72.64,-13.53,0.903,0.593,6.093,0.241,608,288,24,29,48.0,0.4
2026-06-29T12:17:26,1046,6114,small_rock,77.2,110.74,18.73,29.1,direct_sun,37.72,72.64,-34.93,0.938,0.87,5.085,0.343,826,202,27,47,67.3,0.45
2026-06-29T12:17:26,1046,6104,crater_floor,89.82,126.55,9.94,29.1,direct_sun,50.15,72.64,-22.5,0.904,0.469,2.928,0.148,871,227,13,18,108.1,0.37
2026-06-29T12:17:26,1046,6101,boulder,11.88,-165.6,33.57,29.1,direct_sun,66.18,72.64,-6.47,0.927,0.164,4.872,0.1,40,160,172,118,90.2,0.57
2026-06-29T12:17:26,1046,6106,small_rock,70.1,-86.37,-1.47,29.1,direct_sun,27.98,72.64,-44.67,0.895,0.509,1.078,0.228,266,260,6,4,87.1,0.53
2026-06-29T12:17:26,1046,6117,small_rock,10.87,48.93,32.01,29.1,direct_sun,55.01,72.64,-17.63,0.87,0.799,4.63,0.191,651,164,178,108,106.2,0.51
2026-06-29T12:17:26,1046,6120,small_rock,59.35,-174.59,19.38,29.1,direct_sun,58.74,72.64,-13.9,0.851,0.226,6.014,0.098,15,200,42,62,92.2,0.39
2026-06-29T12:17:26,1046,6103,lander_leg,95.62,-85.56,20.41,29.1,direct_sun,102.83,72.64,30.19,0.599,0.316,0.905,0.076,268,197,3,4,84.7,0.53
2026-06-29T12:17:26,1046,6115,small_rock,32.27,125.28,-0.8,29.1,direct_sun,-3.3,72.64,-75.95,0.91,0.496,2.48,0.665,868,258,32,43,83.3,0.76
2026-06-29T12:17:27,1047,6102,boulder,77.51,-47.36,-6.09,28.7,direct_sun,48.61,83.88,-35.27,0.882,0.416,5.46,0.413,377,273,29,24,83.2,0.56
2026-06-29T12:17:27,1047,6106,crater_rim,17.05,28.73,-1.88,28.7,direct_sun,60.58,83.88,-23.3,0.924,0.276,1.813,0.339,593,261,44,53,62.3,0.52
2026-06-29T12:17:27,1047,6105,shadow_edge,76.53,104.31,14.16,28.7,direct_sun,11.15,83.88,-72.73,0.94,0.297,1.591,0.962,808,215,8,12,37.0,0.61
2026-06-29T12:17:28,1048,6117,unknown,2.82,107.71,-3.98,28.5,direct_sun,44.41,69.13,-24.71,0.914,0.58,1.855,0.219,818,267,276,260,100.1,0.57
2026-06-29T12:17:28,1048,6103,small_rock,58.01,29.52,-13.82,28.5,direct_sun,20.37,69.13,-48.76,0.926,0.413,0.638,0.574,595,295,4,3,45.4,0.55
2026-06-29T12:17:28,1048,6102,small_rock,53.75,147.37,21.1,28.5,direct_sun,53.89,69.13,-15.23,0.895,0.111,3.805,0.001,931,195,29,49,61.6,0.42
2026-06-29T12:17:28,1048,6107,unknown,103.84,-51.37,13.76,28.5,direct_sun,5.74,69.13,-63.39,0.876,0.303,0.849,0.67,365,216,3,4,51.2,0.53
2026-06-29T12:17:28,1048,6106,unknown,29.13,-134.3,-3.1,28.5,direct_sun,19.61,69.13,-49.52,0.963,0.646,3.895,0.454,129,264,56,91,80.9,0.63
2026-06-29T12:17:28,1048,6116,crater_rim,42.57,44.42,-8.66,28.5,direct_sun,73.96,69.13,4.83,0.883,0.185,5.366,0.109,638,280,52,49,35.8,0.37
2026-06-29T12:17:28,1048,6120,regolith_mound,104.52,-98.96,23.71,28.5,direct_sun,57.38,69.13,-11.75,0.889,0.273,5.43,0.182,230,188,21,31,70.5,0.27
2026-06-29T12:17:28,1048,6112,shadow_edge,65.41,-126.62,26.84,28.5,direct_sun,32.98,69.13,-36.15,0.874,0.419,3.053,0.404,151,179,19,29,99.5,0.48
2026-06-29T12:17:28,1048,6114,boulder,97.19,129.92,20.19,28.5,direct_sun,51.23,69.13,-17.89,0.927,0.457,2.401,0.029,881,198,10,8,108.5,0.46
2026-06-29T12:17:28,1048,6105,rover_track,109.19,-126.81,-2.53,28.5,direct_sun,45.5,69.13,-23.63,0.962,0.402,5.036,0.235,151,263,19,33,92.9,0.32
2026-06-29T12:17:29,1049,6122,crater_floor,44.29,149.63,1.54,27.2,direct_sun,44.29,83.67,-39.38,0.975,0.805,2.151,0.367,937,251,20,11,109.9,0.55
2026-06-29T12:17:29,1049,6117,small_rock,90.33,-154.47,-10.74,27.2,direct_sun,64.89,83.67,-18.78,0.923,0.595,0.396,0.316,72,286,3,3,77.4,0.33
2026-06-29T12:17:29,1049,6115,shadow_edge,105.19,113.95,-15.47,27.2,direct_sun,50.7,83.67,-32.97,0.888,0.376,4.566,0.349,836,299,18,29,104.5,0.38
2026-06-29T12:17:30,1050,6115,crater_rim,41.29,174.03,23.07,28.9,direct_sun,34.29,66.63,-32.35,0.969,0.596,2.331,0.248,1007,190,23,30,61.5,0.52
2026-06-29T12:17:30,1050,6121,lander_leg,4.05,-3.85,31.39,28.9,direct_sun,49.22,66.63,-17.42,0.624,0.284,0.781,0.572,501,166,81,127,74.8,0.61
2026-06-29T12:17:30,1050,6123,small_rock,16.97,-101.49,14.19,28.9,direct_sun,41.91,66.63,-24.72,0.892,0.592,4.203,0.381,223,215,104,136,49.4,0.52
2026-06-29T12:17:31,1051,6111,boulder,62.49,-108.76,-6.71,30.4,direct_sun,42.3,61.66,-19.36,0.88,0.558,5.5,0.246,202,275,36,40,68.0,0.52
2026-06-29T12:17:31,1051,6115,boulder,19.4,-41.8,-6.99,30.4,direct_sun,-0.52,61.66,-62.19,0.867,0.377,0.794,0.615,393,275,17,32,96.8,0.83
2026-06-29T12:17:31,1051,6122,small_rock,9.62,-13.96,23.22,30.4,direct_sun,36.06,61.66,-25.61,0.945,0.651,0.755,0.216,472,189,32,22,52.3,0.56
2026-06-29T12:17:31,1051,6109,small_rock,107.3,76.03,-2.8,30.4,direct_sun,28.6,61.66,-33.06,0.846,0.374,5.579,0.384,728,263,21,25,42.5,0.37
2026-06-29T12:17:31,1051,6101,small_rock,1.5,-86.7,21.18,30.4,direct_sun,9.66,61.66,-52.0,0.917,0.229,0.155,0.593,265,195,43,35,97.3,0.69
2026-06-29T12:17:32,1052,6123,small_rock,21.05,-128.58,-0.24,31.8,direct_sun,70.62,72.62,-1.99,0.87,0.741,3.993,0.013,146,256,79,123,100.4,0.41
2026-06-29T12:17:32,1052,6109,unknown,108.58,30.5,23.75,31.8,direct_sun,40.78,72.62,-31.84,0.968,0.719,5.319,0.193,598,188,20,32,52.0,0.38
2026-06-29T12:17:32,1052,6116,boulder,84.88,-48.45,25.38,31.8,direct_sun,11.21,72.62,-61.41,0.95,0.541,2.287,0.718,374,183,11,14,69.6,0.67
2026-06-29T12:17:32,1052,6115,small_rock,51.45,-132.2,19.96,31.8,direct_sun,37.09,72.62,-35.53,0.884,0.537,5.513,0.386,135,199,45,78,48.2,0.51
2026-06-29T12:17:32,1052,6107,regolith_mound,100.79,-24.16,25.29,31.8,direct_sun,53.45,72.62,-19.17,0.962,0.214,4.855,0.344,443,184,20,13,101.5,0.3
2026-06-29T12:17:33,1053,6110,regolith_mound,94.56,179.78,-16.66,27.3,direct_sun,38.09,91.83,-53.74,0.978,0.341,2.651,0.629,1023,303,11,20,55.4,0.49
2026-06-29T12:17:33,1053,6120,regolith_mound,44.26,-125.93,0.48,27.3,direct_sun,91.32,91.83,-0.51,0.933,0.787,5.568,0.145,153,254,52,90,37.4,0.34
2026-06-29T12:17:33,1053,6115,shadow_edge,22.15,67.57,18.71,27.3,direct_sun,60.28,91.83,-31.55,0.968,0.053,0.662,0.372,704,202,12,14,91.2,0.55
2026-06-29T12:17:33,1053,6109,shadow_edge,95.71,-179.48,21.59,27.3,direct_sun,70.68,91.83,-21.15,0.934,0.239,4.719,0.355,1,194,20,29,63.9,0.33
2026-06-29T12:17:34,1054,6116,lander_leg,67.66,160.59,-14.55,29.7,direct_sun,78.44,74.56,3.89,0.807,0.625,2.942,0.323,968,297,18,12,50.1,0.41
2026-06-29T12:17:34,1054,6122,unknown,53.16,12.22,22.04,29.7,direct_sun,29.33,74.56,-45.23,0.776,0.423,3.277,0.468,546,193,25,16,65.8,0.55
2026-06-29T12:17:34,1054,6114,boulder,25.97,117.58,-11.53,29.7,direct_sun,16.52,74.56,-58.04,0.874,0.671,1.131,0.627,846,288,18,14,105.5,0.79
2026-06-29T12:17:34,1054,6107,unknown,101.33,48.63,-17.17,29.7,direct_sun,61.81,74.56,-12.75,0.957,0.328,6.522,0.072,650,304,27,21,103.4,0.29
2026-06-29T12:17:34,1054,6105,shadow_edge,14.32,49.76,23.65,29.7,direct_sun,30.33,74.56,-44.23,0.844,0.489,3.343,0.474,653,188,98,81,53.0,0.63
2026-06-29T12:17:35,1055,6109,small_rock,63.73,-66.05,-6.17,28.2,direct_sun,29.57,59.73,-30.16,0.877,0.425,0.431,0.247,324,273,3,4,51.7,0.46
2026-06-29T12:17:35,1055,6102,boulder,65.26,-33.67,19.7,28.2,direct_sun,56.84,59.73,-2.88,0.947,0.147,1.477,0.064,416,199,9,9,70.0,0.44
2026-06-29T12:17:35,1055,6117,regolith_mound,92.94,47.49,18.28,28.2,direct_sun,-6.33,59.73,-66.06,0.97,0.651,0.217,0.833,647,204,3,3,88.7,0.55
2026-06-29T12:17:35,1055,6108,crater_rim,109.74,132.38,7.16,28.2,direct_sun,30.64,59.73,-29.09,0.934,0.564,5.054,0.158,888,235,19,11,81.5,0.36
2026-06-29T12:17:35,1055,6115,small_rock,28.68,-95.42,32.96,28.2,direct_sun,-0.38,59.73,-60.11,0.913,0.602,3.177,0.637,240,162,46,36,59.2,0.68
