timestamp,mission_elapsed_s,track_id,target_class,x_m,y_m,z_m,range_m,azimuth_deg,elevation_deg,bbox_length_m,bbox_width_m,bbox_height_m,point_count,mean_intensity,return_strength,surface_slope_deg,regolith_dust_backscatter,shadow_fraction,roughness_index,hazard_score,confidence
2026-06-29T12:18:43,1123,5124,small_rock,40.14,50.11,-19.1,66.99,51.3,-16.56,0.22,0.26,0.08,3,71.2,0.252,22.1,0.09,0.136,0.353,0.3,0.44
2026-06-29T12:18:43,1123,5113,regolith_mound,37.52,91.51,-11.48,99.57,67.71,-6.62,3.27,2.08,0.98,66,91.3,0.35,0,0.09,0.269,0.16,0.117,0.48
2026-06-29T12:18:44,1124,5116,small_rock,-15.7,17.64,2.36,23.73,131.67,5.71,0.14,0.41,0.16,3,137.7,0.51,21.0,0.15,0.191,0.516,0.354,0.47
2026-06-29T12:18:44,1124,5107,boulder,2.76,1.38,1.58,3.47,26.66,27.08,1.21,0.43,1.31,361,96.9,0.355,18.0,0.15,0.787,0.175,0.463,0.59
2026-06-29T12:18:44,1124,5114,boulder,-34.3,-112.74,22.18,119.91,-106.92,10.66,3.37,0.48,0.42,12,0,0,0,0.15,0.268,0.555,0.4,0.35
2026-06-29T12:18:44,1124,5101,rover_track,66.14,106.13,65.22,141.04,58.07,27.54,11.61,0.74,0.05,23,31.2,0.207,20.7,0.15,0.329,0.326,0.278,0.4
2026-06-29T12:18:44,1124,5109,equipment,-50.47,-66.95,-3.93,83.93,-127.01,-2.68,2.29,1.69,1.79,79,53.9,0.178,9.8,0.15,0.359,0.146,0.239,0.43
2026-06-29T12:18:44,1124,5113,crater_rim,24.23,3.12,-0.67,24.44,7.34,-1.57,11.45,3.62,2.17,2129,106.7,0.472,0,0.15,0.175,0.143,0.366,0.99
2026-06-29T12:18:44,1124,5123,boulder,-0.35,3.12,0.74,3.23,96.48,13.31,1.96,2.22,1.48,3455,46.5,0.246,19.2,0.15,0.332,0.672,0.657,0.99
2026-06-29T12:18:44,1124,5118,shadow_edge,21.02,59.32,20.02,66.04,70.49,17.64,2.53,0.89,0.05,30,81.2,0.302,13.6,0.15,0.525,0.757,0.374,0.39
2026-06-29T12:18:44,1124,5125,crater_floor,-12.06,-66.86,38.27,77.97,-100.22,29.4,7.73,11.97,0.09,992,94.8,0.343,3.2,0.15,0.167,0.173,0.092,0.99
2026-06-29T12:18:44,1124,5120,shadow_edge,-83.89,-88.66,70.61,141.01,-133.42,30.05,3.2,0.85,0.09,8,67.7,0.272,11.9,0.15,0.586,0.365,0.226,0.36
2026-06-29T12:18:44,1124,5102,regolith_mound,-32.73,-18.55,17.44,41.47,-150.46,24.88,1.79,0.91,0.55,15,97.7,0.361,11.7,0.15,0.263,0.15,0.178,0.44
2026-06-29T12:18:45,1125,5123,rover_track,49.06,23.42,2.2,54.4,25.52,2.32,8.6,0.51,0.06,63,123.4,0.453,5.9,0.294,0.407,0.135,0.097,0.44
2026-06-29T12:18:45,1125,5110,shadow_edge,78.79,-34.29,39.85,94.72,-23.52,24.88,9.47,1.33,0.16,113,57.6,0.23,21.0,0.294,0.379,0.57,0.373,0.42
2026-06-29T12:18:45,1125,5115,lander_leg,-98.85,-54.21,69.17,132.27,-151.26,31.53,0.3,0.34,1.56,21,86.1,0.256,14.4,0.294,0.434,0.619,0.426,0.36
2026-06-29T12:18:45,1125,5111,shadow_edge,-39.51,-18.36,-6.46,44.04,-155.07,-8.44,7.28,0.23,0.1,29,18.6,0.056,13.9,0.294,0.791,0.045,0.13,0.27
2026-06-29T12:18:45,1125,5112,shadow_edge,-93.92,-19.6,63.46,115.04,-168.21,33.48,9.72,1.58,0.13,81,77.7,0.279,23.8,0.294,0.374,0.169,0.252,0.41
2026-06-29T12:18:46,1126,5104,boulder,50.17,106.27,-18.29,118.94,64.73,-8.85,1.34,1.87,0.85,12,58.3,0.182,11.3,0.108,0.46,0.44,0.475,0.38
2026-06-29T12:18:46,1126,5102,unknown,18.38,31.4,1.11,36.4,59.66,1.74,1.9,1.07,1.04,68,33.4,0.124,8.7,0.108,0.624,0.183,0.196,0.38
2026-06-29T12:18:46,1126,5117,crater_floor,13.49,-55.55,8.07,57.73,-76.36,8.04,14.59,17.31,0.3,4155,114.3,0.446,11.7,0.108,0.225,0.291,0.212,0.99
2026-06-29T12:18:46,1126,5122,boulder,-8.76,129.41,5.44,129.82,93.87,2.4,0.7,0.56,1.42,3,94.4,0.372,3.1,0.108,0.183,0.414,0.438,0.45
2026-06-29T12:18:46,1126,5103,boulder,-71.64,-22.35,-14.31,76.4,-162.67,-10.79,1.32,2.4,2.03,52,80.7,0.256,13.5,0.108,0.215,0.46,0.572,0.45
2026-06-29T12:18:47,1127,5102,regolith_mound,0.67,-0.22,0.38,0.81,-18.42,28.45,0.92,2.32,0.42,5000,63.4,0.244,22.1,0.082,0.76,0.135,0.245,0.99
2026-06-29T12:18:47,1127,5110,regolith_mound,-58.17,13.64,-1.65,59.77,166.8,-1.58,2.88,1.14,0.87,71,47.2,0.195,27.2,0.082,0.774,0.489,0.437,0.38
2026-06-29T12:18:47,1127,5112,unknown,71.21,-23.38,9.67,75.57,-18.17,7.36,4.12,1.45,0.37,72,37.2,0.169,13.4,0.082,0.837,0.327,0.242,0.36
2026-06-29T12:18:47,1127,5122,rover_track,8.32,54.66,0.2,55.29,81.34,0.21,5.37,0.44,0.05,34,60.8,0.232,17.9,0.082,0.348,0.663,0.374,0.42
2026-06-29T12:18:47,1127,5124,shadow_edge,-16.19,-43.07,23.19,51.52,-110.61,26.74,7.27,1.79,0.09,259,102.5,0.319,24.8,0.082,0.647,0.259,0.289,0.55
2026-06-29T12:18:47,1127,5106,small_rock,72.68,-16.38,21.8,77.62,-12.7,16.31,0.16,0.2,0.15,3,53.1,0.163,4.9,0.082,0.676,0.402,0.188,0.34
2026-06-29T12:18:47,1127,5113,boulder,-20.41,0.75,11.82,23.59,177.9,30.06,1.46,0.6,1.23,54,106.7,0.413,22.3,0.082,0.401,0.279,0.528,0.47
2026-06-29T12:18:48,1128,5124,boulder,68.27,-35.58,19.03,79.3,-27.53,13.88,1.37,1.28,0.36,14,27.1,0.067,28.1,0.261,0.319,0.407,0.564,0.34
2026-06-29T12:18:48,1128,5112,unknown,8.37,16.7,-1.08,18.72,63.38,-3.32,0.65,2.4,1.69,76,33.5,0.147,22.8,0.261,0.322,0.261,0.374,0.4
2026-06-29T12:18:48,1128,5109,boulder,-1.48,-0.22,-0.32,1.53,-171.72,-12.06,1.61,0.41,2.21,1297,70.5,0.253,9.2,0.261,0.261,0.387,0.525,0.99
2026-06-29T12:18:48,1128,5118,lander_leg,57.72,-65.84,0.01,87.56,-48.76,0.0,0.44,0.31,1.8,3,21.8,0.072,16.1,0.261,0.181,0.347,0.359,0.35
2026-06-29T12:18:48,1128,5115,shadow_edge,69.65,-29.4,-6.2,75.85,-22.88,-4.69,9.31,0.63,0.04,55,86.7,0.343,13.5,0.261,0.472,0.33,0.222,0.4
2026-06-29T12:18:49,1129,5106,lander_leg,19.87,3.89,-0.91,20.27,11.09,-2.57,0.68,0.35,3.09,3,54.9,0.236,9.4,0.124,0.829,0.205,0.338,0.32
2026-06-29T12:18:49,1129,5125,lander_leg,18.18,-38.78,2.96,42.93,-64.88,3.95,0.39,0.38,1.88,3,99.9,0.398,35.3,0.124,0.303,0.331,0.508,0.44
2026-06-29T12:18:49,1129,5115,lander_leg,123.26,20.11,-3.88,124.95,9.27,-1.78,0.73,0.54,1.21,7,0,0,14.6,0.124,0.266,0.629,0.409,0.36
2026-06-29T12:18:49,1129,5104,unknown,-64.35,-99.19,48.62,127.84,-122.97,22.35,1.65,3.82,0.28,48,42.0,0.161,0,0.124,0.382,0.202,0.088,0.4
2026-06-29T12:18:49,1129,5101,small_rock,-9.61,-13.82,-3.75,17.24,-124.81,-12.55,0.48,0.38,0.15,11,119.4,0.502,0,0.124,0.035,0.328,0.124,0.51
2026-06-29T12:18:49,1129,5124,crater_floor,84.11,4.22,47.16,96.52,2.87,29.25,17.46,11.89,0.27,1696,43.0,0.187,7.6,0.124,0.914,0.576,0.278,0.99
2026-06-29T12:18:49,1129,5119,unknown,105.13,-71.75,4.75,127.36,-34.31,2.14,1.18,1.92,0.24,3,71.6,0.276,2.7,0.124,0.264,0.258,0.127,0.42
2026-06-29T12:18:50,1130,5107,boulder,-31.81,6.04,14.03,35.28,169.25,23.44,1.83,2.39,2.12,154,115.1,0.454,2.8,0.113,0.148,0.306,0.441,0.58
2026-06-29T12:18:50,1130,5112,small_rock,26.09,-92.24,-23.82,98.78,-74.21,-13.95,0.32,0.29,0.22,3,50.1,0.175,3.4,0.113,0.071,0.022,0.048,0.43
2026-06-29T12:18:50,1130,5125,rover_track,-15.84,-24.86,-2.31,29.56,-122.5,-4.47,3.74,0.52,0.02,56,67.9,0.223,19.9,0.113,0.017,0.381,0.289,0.48
2026-06-29T12:18:50,1130,5102,crater_floor,-20.92,-103.82,72.03,128.08,-101.39,34.22,16.01,12.9,0.16,1159,35.5,0.134,8.9,0.113,0.289,0.502,0.255,0.99
2026-06-29T12:18:51,1131,5116,small_rock,-57.58,-19.76,13.87,62.44,-161.06,12.84,0.33,0.41,0.32,3,128.7,0.541,17.7,0.113,0.024,0.168,0.217,0.51
2026-06-29T12:18:51,1131,5123,small_rock,40.91,-113.79,20.89,122.71,-70.23,9.8,0.14,0.1,0.15,7,60.2,0.261,14.1,0.113,0.229,0.223,0.197,0.42
2026-06-29T12:18:51,1131,5104,crater_rim,-18.12,60.11,12.64,64.04,106.77,11.38,12.8,0.89,1.81,147,113.5,0.424,18.5,0.113,0.125,0.258,0.527,0.57
2026-06-29T12:18:51,1131,5112,boulder,38.98,79.25,27.5,92.5,63.81,17.3,2.31,2.41,0.74,42,31.3,0.172,11.3,0.113,0.322,0.242,0.399,0.41
2026-06-29T12:18:51,1131,5111,small_rock,-24.14,89.02,7.22,92.52,105.17,4.48,0.38,0.26,0.21,10,30.2,0.137,11.2,0.113,0.281,0.356,0.225,0.39
2026-06-29T12:18:51,1131,5113,small_rock,18.74,99.53,69.01,122.56,79.34,34.27,0.14,0.16,0.22,3,67.0,0.273,1.3,0.113,0.119,0.877,0.331,0.44
2026-06-29T12:18:51,1131,5110,shadow_edge,22.46,13.55,14.95,30.18,31.1,29.68,3.18,0.32,0.11,60,65.2,0.278,5.1,0.113,0.965,0.17,0.106,0.35
2026-06-29T12:18:51,1131,5114,rover_track,-46.86,95.56,36.65,112.57,116.12,19.0,2.77,0.45,0.08,3,64.7,0.269,8.3,0.113,0.384,0.146,0.121,0.4
2026-06-29T12:18:51,1131,5118,small_rock,107.53,-79.07,57.37,145.28,-36.33,23.26,0.07,0.07,0.09,3,22.2,0.167,16.7,0.113,0.507,0.207,0.208,0.36
2026-06-29T12:18:51,1131,5120,shadow_edge,15.75,26.77,3.39,31.24,59.53,6.23,9.49,0.86,0.09,320,87.9,0.348,24.1,0.113,0.542,0.48,0.361,0.6
2026-06-29T12:18:52,1132,5123,rover_track,31.77,119.64,19.67,125.35,75.13,9.03,7.33,0.6,0.01,20,23.5,0.093,13.0,0.143,0.239,0.477,0.269,0.39
2026-06-29T12:18:52,1132,5108,small_rock,15.28,73.93,33.53,82.61,78.32,23.95,0.49,0.34,0.25,9,63.0,0.236,13.9,0.143,0.087,0.646,0.35,0.43
2026-06-29T12:18:52,1132,5101,rover_track,-31.22,-17.02,3.29,35.71,-151.4,5.29,1.29,0.6,0.01,29,63.1,0.225,8.0,0.143,0.257,0.204,0.134,0.42
2026-06-29T12:18:52,1132,5124,small_rock,-19.36,86.19,21.28,90.86,102.66,13.54,0.2,0.22,0.33,3,59.5,0.258,22.5,0.143,0.156,0.326,0.31,0.42
2026-06-29T12:18:52,1132,5113,crater_floor,-120.4,-38.77,2.23,126.5,-162.15,1.01,15.73,18.12,0.07,1609,55.3,0.238,26.2,0.143,0.222,0.228,0.288,0.99
2026-06-29T12:18:52,1132,5107,boulder,-11.58,61.93,25.79,68.08,100.59,22.26,1.51,2.97,2.14,74,98.3,0.407,16.2,0.143,0.174,0.483,0.609,0.5
2026-06-29T12:18:52,1132,5114,regolith_mound,24.84,-0.97,4.03,25.18,-2.24,9.21,1.84,1.52,0.14,141,39.7,0.146,17.0,0.143,0.564,0.388,0.276,0.43
2026-06-29T12:18:52,1132,5117,shadow_edge,51.84,57.33,52.97,93.7,47.88,34.42,5.75,0.39,0.11,33,113.1,0.377,12.6,0.143,0.411,0.604,0.317,0.43
2026-06-29T12:18:53,1133,5105,unknown,-108.5,52.12,-3.75,120.42,154.34,-1.78,4.51,2.47,1.23,51,52.5,0.166,3.6,0.111,0.16,0.41,0.249,0.44
2026-06-29T12:18:53,1133,5109,small_rock,12.87,-68.7,-11.08,70.77,-79.39,-9.0,0.3,0.42,0.26,3,132.1,0.52,8.1,0.111,0.088,0.159,0.135,0.5
2026-06-29T12:18:53,1133,5118,regolith_mound,56.24,-47.19,25.16,77.6,-40.0,18.91,1.57,2.69,0.95,78,45.6,0.164,35.4,0.111,0.08,0.603,0.545,0.47
2026-06-29T12:18:53,1133,5114,boulder,-41.47,-42.45,3.5,59.44,-134.33,3.38,1.73,1.96,0.51,38,19.6,0.073,24.4,0.111,0.33,0.398,0.541,0.39
2026-06-29T12:18:53,1133,5115,regolith_mound,-14.58,-27.04,19.81,36.55,-118.34,32.81,1.58,2.57,0.39,130,69.5,0.302,16.7,0.111,0.585,0.427,0.303,0.46
2026-06-29T12:18:53,1133,5111,small_rock,-27.97,-52.94,30.38,67.14,-117.85,26.9,0.35,0.3,0.13,3,42.7,0.16,22.0,0.111,0.46,0.187,0.244,0.36
2026-06-29T12:18:53,1133,5120,crater_floor,6.75,40.35,3.69,41.07,80.5,5.15,23.56,14.73,0.23,5000,103.9,0.375,0,0.111,0.101,0.366,0.143,0.99
2026-06-29T12:18:54,1134,5111,boulder,4.3,43.3,-13.87,45.67,84.33,-17.68,2.31,0.92,2.1,47,81.8,0.311,8.8,0.151,0.412,0.176,0.441,0.42
2026-06-29T12:18:54,1134,5125,boulder,16.61,-109.85,71.51,132.12,-81.4,32.77,2.76,2.03,2.05,44,57.1,0.205,2.6,0.151,0.054,0.561,0.525,0.45
2026-06-29T12:18:54,1134,5121,small_rock,-135.09,54.0,-2.89,145.51,158.21,-1.14,0.24,0.28,0.17,8,76.8,0.305,11.3,0.151,0.231,0.755,0.363,0.42
2026-06-29T12:18:54,1134,5109,unknown,-50.5,52.17,-17.81,74.76,134.07,-13.78,4.4,3.18,1.73,158,17.5,0.012,12.3,0.151,0.195,0.218,0.28,0.47
2026-06-29T12:18:54,1134,5114,crater_floor,-46.54,149.29,-25.49,158.44,107.32,-9.26,17.73,6.45,0.22,460,54.3,0.187,0,0.151,0.069,0.71,0.262,0.72
2026-06-29T12:18:54,1134,5113,boulder,-68.72,-114.65,1.14,133.67,-120.94,0.49,2.19,1.78,1.85,20,27.3,0.142,3.8,0.151,0.522,0.413,0.47,0.35
2026-06-29T12:18:54,1134,5120,rover_track,-28.39,24.23,23.08,43.88,139.52,31.73,9.38,0.51,0.06,106,113.8,0.379,13.5,0.151,0.167,0.406,0.25,0.52
2026-06-29T12:18:54,1134,5122,crater_rim,69.44,-95.66,-3.15,118.25,-54.02,-1.53,10.89,3.77,1.12,244,53.7,0.148,27.0,0.151,0.544,0.256,0.55,0.5
2026-06-29T12:18:54,1134,5101,shadow_edge,-4.92,4.0,-0.59,6.37,140.85,-5.3,5.62,0.37,0.15,661,8.4,0.09,2.7,0.151,0.629,0.107,0.068,0.75
2026-06-29T12:18:55,1135,5101,crater_floor,-19.57,5.52,-3.52,20.63,164.26,-9.83,11.64,18.92,0.12,5000,125.8,0.508,3.8,0.23,0.315,0.254,0.126,0.99
2026-06-29T12:18:55,1135,5108,crater_rim,17.65,132.69,20.64,135.45,82.42,8.77,12.74,2.66,1.9,176,84.1,0.358,12.1,0.23,0.214,0.239,0.477,0.53
2026-06-29T12:18:55,1135,5117,crater_rim,45.24,-0.96,-10.86,46.54,-1.22,-13.49,3.18,2.47,1.21,171,78.2,0.38,21.7,0.23,0.144,0.413,0.569,0.55
2026-06-29T12:18:55,1135,5125,unknown,-52.13,94.27,72.79,130.01,118.94,34.05,1.41,0.26,0.71,8,98.1,0.394,12.8,0.23,0.359,0.174,0.206,0.41
2026-06-29T12:18:55,1135,5102,small_rock,34.42,111.24,70.83,136.3,72.81,31.31,0.29,0.21,0.25,15,58.6,0.287,6.3,0.23,0.337,0.61,0.278,0.39
2026-06-29T12:18:55,1135,5112,unknown,14.36,29.93,-9.04,34.4,64.37,-15.23,0.41,1.9,0.18,14,151.8,0.595,25.1,0.23,0.513,0.559,0.402,0.43
2026-06-29T12:18:55,1135,5104,unknown,19.03,6.0,9.36,22.04,17.51,25.12,0.97,1.05,1.36,86,126.0,0.443,12.0,0.23,0.427,0.357,0.303,0.46
2026-06-29T12:18:55,1135,5116,small_rock,3.87,-6.2,4.32,8.49,-58.07,30.55,0.15,0.33,0.12,3,87.6,0.299,12.0,0.23,0.199,0.349,0.223,0.41
2026-06-29T12:18:55,1135,5111,unknown,-73.26,-30.56,47.49,92.5,-157.36,30.89,2.96,2.51,0.9,81,0,0.009,14.0,0.23,0.419,0.276,0.262,0.36
2026-06-29T12:18:55,1135,5122,regolith_mound,1.28,-139.26,65.51,153.91,-89.47,25.19,2.07,0.65,0.92,3,136.8,0.497,19.6,0.23,0.019,0.242,0.295,0.48
2026-06-29T12:18:56,1136,5113,unknown,-15.23,56.08,23.56,62.71,105.2,22.07,0.31,0.63,1.53,15,77.5,0.308,10.4,0.149,0.248,0.15,0.229,0.43
2026-06-29T12:18:56,1136,5107,small_rock,53.68,-94.44,43.84,117.14,-60.39,21.98,0.15,0.3,0.2,24,94.8,0.297,7.4,0.149,0.272,0.094,0.103,0.43
2026-06-29T12:18:56,1136,5103,crater_floor,-39.72,29.39,17.47,52.41,143.5,19.48,4.06,3.94,0.15,296,133.1,0.494,37.4,0.149,0.618,0.165,0.358,0.6
2026-06-29T12:18:56,1136,5124,crater_floor,65.97,131.57,-42.28,153.13,63.37,-16.03,13.55,17.25,0.22,989,60.0,0.241,8.7,0.149,0.274,0.416,0.227,0.99
2026-06-29T12:18:56,1136,5101,unknown,54.69,75.26,4.33,93.14,53.99,2.66,0.64,1.05,1.56,18,47.5,0.149,26.7,0.149,0.139,0.475,0.472,0.41
2026-06-29T12:18:56,1136,5116,boulder,155.52,32.1,-3.51,158.84,11.66,-1.27,3.28,2.05,2.31,51,13.5,0.047,20.7,0.149,0.087,0.311,0.594,0.42
2026-06-29T12:18:56,1136,5114,rover_track,34.13,-52.81,6.66,63.23,-57.13,6.04,10.03,0.36,0.06,60,50.0,0.27,0.5,0.149,0.477,0.587,0.213,0.41
2026-06-29T12:18:57,1137,5107,small_rock,60.14,30.67,20.15,70.45,27.02,16.62,0.23,0.13,0.07,10,66.8,0.248,28.1,0.093,0.47,0.225,0.301,0.39
2026-06-29T12:18:57,1137,5102,small_rock,28.62,8.72,8.49,31.1,16.95,15.84,0.39,0.05,0.18,3,45.8,0.159,6.3,0.093,0.261,0.52,0.242,0.4
2026-06-29T12:18:57,1137,5119,regolith_mound,5.61,3.02,-1.58,6.56,28.35,-13.9,1.02,0.86,0.31,249,65.4,0.211,16.2,0.093,0.157,0.054,0.164,0.59
2026-06-29T12:18:57,1137,5117,rover_track,13.9,-31.09,20.98,40.0,-65.9,31.63,7.2,0.44,0.07,84,87.4,0.327,19.1,0.093,0.241,0.336,0.27,0.49
2026-06-29T12:18:57,1137,5104,unknown,58.15,24.61,-17.48,65.52,22.94,-15.48,0.23,1.35,1.77,6,29.7,0.087,29.3,0.093,0.898,0.505,0.515,0.29
2026-06-29T12:18:57,1137,5112,small_rock,117.09,18.54,19.86,120.2,9.0,9.51,0.18,0.32,0.14,3,52.9,0.225,23.5,0.093,0.042,0.23,0.272,0.44
2026-06-29T12:18:57,1137,5106,regolith_mound,-8.97,9.72,4.78,14.06,132.69,19.87,3.17,1.65,0.7,583,83.0,0.26,15.3,0.093,0.314,0.33,0.278,0.8
2026-06-29T12:18:57,1137,5121,boulder,-83.65,-105.25,78.58,155.73,-128.47,30.31,2.59,1.48,0.99,21,56.6,0.171,9.6,0.093,0.102,0.48,0.485,0.44
2026-06-29T12:18:57,1137,5118,equipment,-8.09,-12.47,4.89,15.65,-122.98,18.22,1.1,0.63,0.29,65,71.0,0.308,23.6,0.093,0.241,0.23,0.282,0.47
2026-06-29T12:18:57,1137,5110,small_rock,4.16,-33.25,7.09,34.25,-82.86,11.95,0.28,0.26,0.32,10,68.4,0.306,8.8,0.093,0.67,0.608,0.301,0.37
2026-06-29T12:18:57,1137,5101,unknown,-122.74,-3.45,41.64,129.66,-178.39,18.73,0.42,2.7,0.64,3,161.0,0.586,25.3,0.093,0.487,0.181,0.299,0.46
2026-06-29T12:18:57,1137,5113,small_rock,14.32,-88.3,15.37,90.77,-80.79,9.75,0.26,0.17,0.24,14,63.5,0.221,5.1,0.093,0.3,0.246,0.14,0.41
2026-06-29T12:18:58,1138,5105,small_rock,53.65,-67.85,51.01,100.42,-51.66,30.53,0.18,0.27,0.06,3,70.0,0.323,9.5,0.112,0.092,0.261,0.169,0.45
2026-06-29T12:18:58,1138,5117,shadow_edge,31.53,-27.49,-6.56,42.34,-41.08,-8.92,5.1,0.86,0.15,116,14.2,0.092,33.8,0.112,1,0.061,0.294,0.34
2026-06-29T12:18:58,1138,5119,crater_rim,-10.82,-18.01,1.18,21.04,-121.01,3.21,16.62,2.85,1.9,3042,31.0,0.062,16.0,0.112,0.461,0.762,0.69,0.99
2026-06-29T12:18:58,1138,5118,small_rock,-43.89,82.71,7.56,93.94,117.95,4.62,0.1,0.11,0.1,3,63.5,0.227,15.4,0.112,0.211,0.3,0.231,0.42
2026-06-29T12:18:58,1138,5116,unknown,-20.32,27.11,14.35,36.8,126.85,22.95,4.81,1.99,0.07,318,122.3,0.573,10.8,0.112,0.14,0.5,0.264,0.71
2026-06-29T12:18:58,1138,5104,crater_floor,-1.99,-102.43,49.93,113.97,-91.11,25.98,18.87,6.29,0.32,792,22.3,0.093,9.7,0.112,0.161,0.093,0.128,0.92
2026-06-29T12:18:58,1138,5110,crater_floor,-140.66,33.78,-42.83,150.86,166.5,-16.49,24.37,13.87,0.33,1500,31.8,0.08,6.1,0.112,0.435,0.299,0.173,0.99
2026-06-29T12:18:58,1138,5108,boulder,49.41,-1.29,27.01,56.33,-1.5,28.65,3.38,0.44,2.36,35,131.9,0.572,15.1,0.112,0.107,0.165,0.503,0.53
2026-06-29T12:18:58,1138,5107,crater_floor,125.23,-10.78,-10.51,126.13,-4.92,-4.78,7.89,13.65,0.03,634,38.1,0.193,9.3,0.112,0.369,0.732,0.33,0.81
2026-06-29T12:18:58,1138,5103,unknown,30.81,131.06,-29.05,137.73,76.77,-12.18,2.96,0.29,1.25,7,45.6,0.161,15.5,0.112,0.051,0.454,0.357,0.43
2026-06-29T12:18:59,1139,5107,regolith_mound,84.47,40.6,3.07,93.77,25.67,1.88,3.04,0.41,0.4,13,52.3,0.263,33.6,0.079,0.142,0.141,0.335,0.45
2026-06-29T12:18:59,1139,5114,unknown,9.85,-13.8,-4.57,17.56,-54.5,-15.09,2.68,1.43,0.91,299,162.2,0.608,22.4,0.079,0.218,0.656,0.46,0.7
2026-06-29T12:18:59,1139,5109,unknown,21.18,10.81,-6.08,24.55,27.04,-14.33,4.12,3.42,1.44,744,109.1,0.394,39.8,0.079,0.042,0.203,0.471,0.98
2026-06-29T12:18:59,1139,5104,small_rock,-50.91,-81.79,-28.69,100.52,-121.9,-16.58,0.41,0.3,0.3,3,57.6,0.173,21.7,0.079,0.373,0.296,0.291,0.39
2026-06-29T12:18:59,1139,5119,boulder,1.49,65.84,12.73,67.07,88.71,10.94,2.5,1.21,0.79,33,45.4,0.074,22.3,0.079,0.402,0.274,0.499,0.38
2026-06-29T12:18:59,1139,5116,small_rock,12.17,9.7,0.24,15.57,38.56,0.87,0.38,0.06,0.11,3,106.1,0.367,18.7,0.079,0.23,0.393,0.289,0.45
2026-06-29T12:18:59,1139,5103,boulder,116.73,-1.73,3.6,116.8,-0.85,1.77,2.09,1.41,0.91,3,102.6,0.39,5.5,0.079,0.196,0.207,0.352,0.46
2026-06-29T12:18:59,1139,5105,small_rock,-23.74,-11.76,-6.32,27.23,-153.65,-13.42,0.4,0.24,0.26,4,92.3,0.359,21.8,0.079,0.35,0.27,0.28,0.43
2026-06-29T12:18:59,1139,5115,unknown,-13.16,-12.29,11.03,21.12,-136.97,31.49,3.25,2.44,0.54,531,50.5,0.239,19.8,0.079,0.25,0.612,0.402,0.77
2026-06-29T12:18:59,1139,5124,regolith_mound,-6.24,-2.24,1.47,6.8,-160.25,12.49,0.98,0.47,0.35,148,128.8,0.524,18.9,0.079,0.222,0.428,0.319,0.58
2026-06-29T12:18:59,1139,5110,crater_rim,-84.86,-125.17,-42.58,157.1,-124.13,-15.73,15.15,1.09,0.73,90,57.1,0.208,18.0,0.079,0.065,0.139,0.414,0.5
2026-06-29T12:18:59,1139,5108,lander_leg,76.51,92.65,75.25,141.78,50.45,32.06,0.26,0.53,1.12,28,84.4,0.315,10.2,0.079,0.038,0.459,0.31,0.48
2026-06-29T12:19:00,1140,5111,crater_rim,141.38,-7.4,44.33,148.35,-3.0,17.39,15.97,1.51,1.54,114,0,0.001,2.5,0.028,0.182,0.243,0.381,0.46
2026-06-29T12:19:00,1140,5102,lander_leg,58.36,117.77,87.19,157.73,63.64,33.56,0.35,0.26,3.12,8,80.2,0.341,14.4,0.028,0.777,0.52,0.489,0.38
2026-06-29T12:19:00,1140,5118,unknown,8.3,-133.07,45.73,140.95,-86.43,18.93,3.09,2.37,0.18,38,30.1,0.195,14.6,0.028,0.277,0.048,0.141,0.44
2026-06-29T12:19:00,1140,5123,small_rock,44.05,57.76,39.5,82.68,52.67,28.54,0.34,0.15,0.09,3,80.8,0.321,8.9,0.028,0.264,0.107,0.113,0.45
2026-06-29T12:19:00,1140,5105,small_rock,-15.77,-91.2,8.89,92.98,-99.81,5.49,0.5,0.13,0.27,12,58.6,0.305,9.4,0.028,0.42,0.1,0.125,0.43
2026-06-29T12:19:01,1141,5112,boulder,-43.63,6.43,6.23,44.54,171.61,8.04,2.09,0.66,1.5,15,68.4,0.263,20.3,0.042,0.102,0.48,0.599,0.46
2026-06-29T12:19:01,1141,5116,lander_leg,-47.84,116.96,59.89,139.84,112.25,25.36,0.29,0.49,2.46,3,34.6,0.144,13.2,0.042,0.325,0.249,0.344,0.4
2026-06-29T12:19:01,1141,5118,shadow_edge,0.75,-148.63,-12.06,149.12,-89.71,-4.64,3.15,0.47,0.14,3,26.4,0.107,0,0.042,0.922,0.453,0.167,0.3
2026-06-29T12:19:01,1141,5107,crater_rim,-68.79,-11.16,23.31,73.48,-170.79,18.5,10.55,1.63,0.52,197,94.8,0.362,30.0,0.042,0.482,0.274,0.541,0.55
2026-06-29T12:19:01,1141,5110,crater_floor,-103.9,-24.94,19.27,108.57,-166.5,10.22,22.01,16.49,0.4,2654,130.0,0.532,0,0.042,0.12,0.44,0.179,0.99
2026-06-29T12:19:01,1141,5120,crater_rim,118.1,-32.6,-36.39,127.81,-15.43,-16.54,5.68,1.42,1.22,41,43.0,0.233,19.5,0.042,0.518,0.321,0.52,0.41
2026-06-29T12:19:01,1141,5122,crater_rim,20.95,-77.04,-1.25,79.85,-74.79,-0.9,7.25,3.56,0.53,277,101.2,0.352,23.5,0.042,0.23,0.458,0.557,0.64
2026-06-29T12:19:02,1142,5103,small_rock,47.16,-48.13,10.33,68.17,-45.58,8.72,0.43,0.19,0.06,3,95.2,0.407,15.6,0.069,0.137,0.323,0.238,0.48
