timestamp,track_id,object_class,x_m,y_m,z_m,distance_m,azimuth_deg,elevation_deg,bbox_length_m,bbox_width_m,bbox_height_m,point_count,mean_intensity,occlusion,confidence
2026-06-29T12:07:26,2010,unknown,7.95,-104.19,0.11,104.49,-85.64,0.06,1.03,2.39,1.47,132,0.179,partial,0.45
2026-06-29T12:07:26,2006,person,37.41,21.02,1.43,42.94,29.34,1.91,0.49,0.32,1.52,87,0.453,none,0.51
2026-06-29T12:07:26,2012,person,64.34,-115.13,0.91,131.89,-60.8,0.39,0.6,0.46,1.7,113,0.02,none,0.45
2026-06-29T12:07:27,2015,vehicle,-102.53,52.76,0.45,115.31,152.77,0.22,5.32,1.69,2.14,328,0.212,none,0.45
2026-06-29T12:07:27,2013,person,89.13,17.58,1.83,90.87,11.16,1.15,0.79,0.46,1.7,154,0.187,heavy,0.45
2026-06-29T12:07:27,2004,vehicle,43.62,-138.06,0.18,144.79,-72.46,0.07,5.46,1.8,2.02,849,0.08,none,0.65
2026-06-29T12:07:27,2011,unknown,-53.25,32.85,1.96,62.59,148.33,1.79,1.81,2.2,1.97,116,0.451,heavy,0.45
2026-06-29T12:07:27,2002,bicycle,26.43,-25.89,1.0,37.02,-44.41,1.55,1.91,0.45,1.19,79,0.542,none,0.59
2026-06-29T12:07:27,2005,person,-74.29,-3.96,-0.18,74.39,-176.95,-0.14,0.5,0.44,1.83,143,0.412,none,0.51
2026-06-29T12:07:28,2011,unknown,-53.68,32.84,1.98,62.96,148.54,1.8,1.53,1.66,1.92,172,0.29,partial,0.45
2026-06-29T12:07:28,2012,person,64.6,-115.58,0.92,132.41,-60.8,0.4,0.42,0.55,1.7,71,0.02,none,0.45
2026-06-29T12:07:28,2006,person,37.83,21.14,1.41,43.36,29.2,1.86,0.75,0.58,1.49,101,0.576,none,0.64
2026-06-29T12:07:28,2009,person,82.47,-57.03,2.57,100.31,-34.67,1.47,0.46,0.47,1.83,25,0.02,partial,0.45
2026-06-29T12:07:29,2013,person,89.74,17.24,1.85,91.4,10.88,1.16,0.69,0.4,1.95,104,0.208,none,0.45
2026-06-29T12:07:29,2001,person,-201.22,155.82,0.03,254.49,142.25,0.01,0.41,0.45,1.71,104,0.02,none,0.45
2026-06-29T12:07:29,2015,vehicle,-103.07,53.24,0.48,116.01,152.68,0.24,3.85,2.21,2.17,708,0.27,none,0.74
2026-06-29T12:07:29,2008,person,-69.02,-115.93,1.5,134.93,-120.77,0.64,0.75,0.35,1.56,128,0.02,none,0.45
2026-06-29T12:07:29,2004,vehicle,43.78,-138.65,0.17,145.4,-72.48,0.07,5.08,1.84,1.33,485,0.02,partial,0.45
2026-06-29T12:07:30,2009,person,82.8,-57.37,2.57,100.77,-34.72,1.46,0.69,0.45,1.65,31,0.137,partial,0.45
2026-06-29T12:07:30,2011,unknown,-54.23,33.0,1.97,63.51,148.68,1.78,1.17,1.84,1.84,38,0.093,none,0.45
2026-06-29T12:07:30,2008,person,-69.07,-116.42,1.52,135.38,-120.68,0.64,0.44,0.43,1.67,108,0.038,heavy,0.45
2026-06-29T12:07:30,2002,bicycle,26.55,-25.94,1.01,37.13,-44.33,1.56,1.52,0.74,1.11,211,0.62,none,0.76
2026-06-29T12:07:30,2012,person,64.71,-116.04,0.89,132.86,-60.85,0.38,0.58,0.52,1.47,54,0.028,none,0.45
2026-06-29T12:07:30,2013,person,90.26,17.16,1.85,91.89,10.76,1.15,0.51,0.6,1.97,160,0.134,none,0.45
2026-06-29T12:07:31,2005,person,-74.38,-4.52,-0.17,74.52,-176.52,-0.13,0.4,0.38,1.49,95,0.241,partial,0.45
2026-06-29T12:07:31,2002,bicycle,26.53,-26.08,1.04,37.22,-44.5,1.6,1.77,0.54,1.09,188,0.615,none,0.74
2026-06-29T12:07:31,2015,vehicle,-103.57,53.69,0.47,116.66,152.6,0.23,3.71,1.84,2.02,605,0.079,none,0.48
2026-06-29T12:07:31,2007,cart,12.14,166.07,1.77,166.53,85.82,0.61,1.46,0.72,1.14,231,0.02,none,0.45
2026-06-29T12:07:31,2004,vehicle,43.89,-139.22,0.16,145.97,-72.5,0.06,4.61,2.29,1.94,377,0.02,none,0.45
2026-06-29T12:07:31,2011,unknown,-54.61,33.25,1.95,63.97,148.67,1.75,1.53,0.78,1.49,102,0.711,none,0.78
2026-06-29T12:07:31,2012,person,65.0,-116.52,0.91,133.43,-60.84,0.39,0.42,0.68,1.62,64,0.084,none,0.45
2026-06-29T12:07:31,2003,bicycle,141.89,81.32,0.96,163.54,29.82,0.34,1.52,0.75,1.28,62,0.02,none,0.45
2026-06-29T12:07:32,2001,person,-202.11,156.2,0.02,255.44,142.3,0.0,0.46,0.38,1.67,61,0.02,none,0.45
2026-06-29T12:07:32,2006,person,38.26,21.37,1.38,43.85,29.18,1.81,0.65,0.52,1.42,91,0.278,none,0.45
2026-06-29T12:07:32,2009,person,83.0,-57.7,2.56,101.12,-34.8,1.45,0.38,0.69,1.88,130,0.331,none,0.45
2026-06-29T12:07:32,2003,bicycle,142.53,81.53,0.96,164.2,29.77,0.34,1.47,0.42,1.15,66,0.02,none,0.45
2026-06-29T12:07:32,2002,bicycle,26.62,-26.4,1.02,37.51,-44.76,1.55,1.77,0.75,1.08,154,0.367,none,0.47
2026-06-29T12:07:32,2012,person,65.25,-116.91,0.93,133.88,-60.83,0.4,0.72,0.67,1.89,145,0.199,none,0.45
2026-06-29T12:07:32,2008,person,-69.16,-116.77,1.5,135.72,-120.64,0.64,0.48,0.63,1.99,168,0.034,none,0.45
2026-06-29T12:07:33,2006,person,38.55,21.64,1.37,44.23,29.31,1.77,0.64,0.57,1.72,91,0.504,partial,0.45
2026-06-29T12:07:33,2014,bicycle,55.18,-75.07,2.14,93.2,-53.68,1.32,1.54,0.68,0.82,220,0.187,none,0.45
2026-06-29T12:07:33,2009,person,83.2,-57.86,2.56,101.38,-34.82,1.44,0.37,0.5,1.86,162,0.02,none,0.45
2026-06-29T12:07:33,2008,person,-69.08,-117.24,1.49,136.08,-120.51,0.63,0.78,0.32,1.88,163,0.136,partial,0.45
2026-06-29T12:07:33,2007,cart,12.07,166.81,1.76,167.26,85.86,0.6,1.04,0.7,0.96,94,0.02,none,0.45
2026-06-29T12:07:33,2015,vehicle,-104.1,54.29,0.48,117.41,152.46,0.23,4.14,2.12,1.39,510,0.116,heavy,0.45
2026-06-29T12:07:34,2014,bicycle,55.98,-75.13,2.17,93.72,-53.31,1.33,1.94,0.48,0.9,138,0.124,none,0.45
2026-06-29T12:07:34,2007,cart,11.98,167.59,1.75,168.03,85.91,0.6,1.47,0.75,0.66,182,0.02,none,0.45
2026-06-29T12:07:34,2012,person,65.39,-117.4,0.92,134.38,-60.88,0.39,0.7,0.4,1.58,47,0.02,none,0.45
2026-06-29T12:07:34,2008,person,-69.04,-117.55,1.52,136.33,-120.43,0.64,0.64,0.56,1.54,168,0.02,partial,0.45
2026-06-29T12:07:34,2010,unknown,8.23,-105.02,0.14,105.34,-85.52,0.08,1.77,2.46,0.69,68,0.073,heavy,0.45
2026-06-29T12:07:34,2006,person,38.98,21.72,1.38,44.64,29.13,1.77,0.43,0.4,1.56,89,0.168,none,0.45
2026-06-29T12:07:34,2001,person,-203.26,156.56,0.02,256.57,142.39,0.0,0.42,0.62,1.49,68,0.02,none,0.45
2026-06-29T12:07:34,2009,person,83.5,-58.15,2.57,101.79,-34.85,1.45,0.76,0.37,1.64,47,0.15,none,0.45
2026-06-29T12:07:34,2015,vehicle,-104.8,54.87,0.49,118.29,152.37,0.24,5.07,2.29,1.53,460,0.331,none,0.64
2026-06-29T12:07:35,2005,person,-74.39,-4.89,-0.15,74.55,-176.24,-0.12,0.54,0.53,1.99,108,0.11,heavy,0.45
2026-06-29T12:07:35,2009,person,83.89,-58.34,2.58,102.21,-34.82,1.45,0.53,0.41,1.42,153,0.163,none,0.45
2026-06-29T12:07:35,2015,vehicle,-105.31,55.17,0.47,118.89,152.35,0.23,3.97,1.71,1.65,234,0.041,none,0.45
2026-06-29T12:07:35,2001,person,-204.29,157.07,0.04,257.69,142.45,0.01,0.68,0.59,1.84,146,0.02,none,0.45
2026-06-29T12:07:35,2013,person,90.88,16.82,1.82,92.44,10.48,1.13,0.47,0.61,1.45,95,0.174,none,0.45
2026-06-29T12:07:35,2004,vehicle,44.14,-139.77,0.13,146.58,-72.47,0.05,4.79,2.29,2.22,594,0.029,partial,0.45
2026-06-29T12:07:36,2011,unknown,-55.19,33.33,1.93,64.5,148.87,1.72,0.43,0.83,1.44,101,0.523,none,0.59
2026-06-29T12:07:36,2013,person,91.52,16.52,1.83,93.01,10.23,1.13,0.58,0.35,1.64,58,0.427,none,0.47
2026-06-29T12:07:36,2004,vehicle,44.16,-140.28,0.12,147.07,-72.53,0.05,3.66,1.95,2.0,686,0.02,none,0.48
2026-06-29T12:07:36,2014,bicycle,56.68,-75.03,2.14,94.06,-52.93,1.3,1.76,0.76,1.12,158,0.176,none,0.45
2026-06-29T12:07:36,2010,unknown,8.51,-105.9,0.12,106.24,-85.4,0.06,1.55,1.16,0.56,127,0.098,none,0.45
2026-06-29T12:07:36,2007,cart,11.72,168.3,1.76,168.71,86.02,0.6,1.05,0.93,0.71,79,0.07,none,0.45
2026-06-29T12:07:36,2012,person,65.64,-117.87,0.9,134.92,-60.89,0.38,0.46,0.38,1.63,172,0.02,none,0.45
2026-06-29T12:07:37,2014,bicycle,57.37,-75.08,2.13,94.51,-52.61,1.29,1.59,0.53,1.18,167,0.284,none,0.45
2026-06-29T12:07:37,2005,person,-74.52,-5.3,-0.17,74.71,-175.93,-0.13,0.36,0.43,1.99,120,0.261,none,0.45
2026-06-29T12:07:37,2015,vehicle,-106.03,55.57,0.45,119.72,152.34,0.21,5.17,2.22,1.31,232,0.02,none,0.45
2026-06-29T12:07:37,2002,bicycle,26.87,-26.52,1.0,37.77,-44.62,1.52,1.47,0.61,1.16,191,0.576,none,0.7
2026-06-29T12:07:37,2013,person,92.11,16.52,1.84,93.6,10.17,1.13,0.57,0.49,1.54,157,0.427,none,0.53
2026-06-29T12:07:38,2013,person,92.72,16.34,1.85,94.17,10.0,1.13,0.56,0.65,1.68,153,0.331,none,0.45
2026-06-29T12:07:38,2010,unknown,8.83,-106.62,0.12,106.98,-85.27,0.07,0.57,1.22,1.41,59,0.29,none,0.45
2026-06-29T12:07:38,2014,bicycle,58.11,-75.04,2.1,94.93,-52.24,1.27,1.64,0.4,1.17,198,0.135,partial,0.45
2026-06-29T12:07:38,2006,person,39.33,21.79,1.39,44.99,28.99,1.77,0.48,0.48,1.83,31,0.423,none,0.45
2026-06-29T12:07:38,2009,person,84.31,-58.6,2.57,102.71,-34.8,1.43,0.78,0.42,1.91,87,0.144,partial,0.45
2026-06-29T12:07:38,2015,vehicle,-106.56,56.08,0.47,120.42,152.24,0.23,5.34,1.84,2.09,350,0.272,none,0.51
2026-06-29T12:07:39,2010,unknown,8.98,-107.4,0.13,107.78,-85.22,0.07,0.72,1.51,0.83,120,0.316,partial,0.45
2026-06-29T12:07:39,2011,unknown,-55.73,33.39,1.96,65.0,149.08,1.73,1.24,1.93,1.89,109,0.563,none,0.64
2026-06-29T12:07:39,2015,vehicle,-107.31,56.39,0.47,121.22,152.28,0.22,5.22,1.78,1.5,799,0.02,none,0.55
2026-06-29T12:07:39,2005,person,-74.72,-5.77,-0.15,74.94,-175.58,-0.11,0.71,0.45,1.65,125,0.441,none,0.52
2026-06-29T12:07:39,2007,cart,11.46,168.81,1.76,169.21,86.12,0.6,1.07,0.75,1.12,98,0.02,none,0.45
2026-06-29T12:07:39,2002,bicycle,27.11,-26.57,1.02,37.98,-44.42,1.53,1.78,0.52,0.83,89,0.462,none,0.52
2026-06-29T12:07:39,2004,vehicle,44.4,-140.57,0.14,147.42,-72.47,0.05,4.44,2.1,1.51,551,0.055,partial,0.45
2026-06-29T12:07:40,2014,bicycle,58.82,-74.97,2.08,95.32,-51.88,1.25,1.56,0.53,1.15,88,0.223,none,0.45
2026-06-29T12:07:40,2004,vehicle,44.6,-140.98,0.14,147.86,-72.44,0.05,3.85,1.69,1.93,234,0.02,none,0.45
2026-06-29T12:07:40,2009,person,84.68,-58.76,2.56,103.1,-34.76,1.43,0.59,0.31,1.68,141,0.169,none,0.45
2026-06-29T12:07:40,2007,cart,11.18,169.57,1.77,169.95,86.23,0.6,1.53,0.97,0.87,236,0.02,none,0.45
2026-06-29T12:07:41,2010,unknown,9.08,-108.32,0.12,108.7,-85.21,0.06,1.33,0.82,0.37,47,0.083,partial,0.45
2026-06-29T12:07:41,2011,unknown,-56.27,33.58,1.98,65.56,149.17,1.73,1.98,1.43,1.78,37,0.6,none,0.62
2026-06-29T12:07:41,2003,bicycle,143.32,81.8,0.93,165.02,29.72,0.32,1.54,0.65,1.02,110,0.02,none,0.45
2026-06-29T12:07:41,2014,bicycle,59.44,-74.96,2.06,95.69,-51.59,1.24,1.5,0.46,0.94,73,0.173,partial,0.45
2026-06-29T12:07:41,2012,person,65.97,-118.33,0.93,135.48,-60.86,0.39,0.41,0.43,1.71,170,0.049,none,0.45
2026-06-29T12:07:41,2006,person,39.56,21.87,1.38,45.22,28.94,1.74,0.78,0.41,1.56,134,0.41,none,0.5
2026-06-29T12:07:41,2009,person,85.21,-59.13,2.59,103.75,-34.76,1.43,0.66,0.41,1.53,158,0.183,none,0.45
2026-06-29T12:07:41,2013,person,93.34,16.19,1.84,94.75,9.84,1.11,0.52,0.53,1.87,21,0.251,partial,0.45
2026-06-29T12:07:41,2008,person,-69.15,-117.93,1.49,136.72,-120.39,0.63,0.39,0.5,1.89,38,0.035,none,0.45
2026-06-29T12:07:42,2001,person,-205.39,157.39,0.02,258.76,142.54,0.01,0.56,0.44,1.77,28,0.02,none,0.45
2026-06-29T12:07:42,2002,bicycle,27.35,-26.66,1.02,38.21,-44.27,1.54,1.68,0.41,0.97,203,0.368,heavy,0.45
2026-06-29T12:07:42,2006,person,39.75,21.92,1.38,45.41,28.88,1.75,0.62,0.69,1.93,131,0.607,heavy,0.45
2026-06-29T12:07:42,2004,vehicle,44.75,-141.45,0.13,148.36,-72.44,0.05,4.15,1.81,2.19,617,0.02,none,0.45
2026-06-29T12:07:42,2010,unknown,9.14,-109.21,0.11,109.59,-85.21,0.06,0.89,0.36,2.22,13,0.104,partial,0.45
2026-06-29T12:07:42,2014,bicycle,60.08,-75.12,2.08,96.21,-51.35,1.24,1.76,0.73,1.09,60,0.261,none,0.45
2026-06-29T12:07:42,2013,person,93.94,16.09,1.84,95.32,9.72,1.11,0.77,0.44,1.52,124,0.171,none,0.45
2026-06-29T12:07:43,2006,person,40.15,22.03,1.38,45.82,28.75,1.73,0.66,0.38,1.6,176,0.563,none,0.68
2026-06-29T12:07:43,2005,person,-74.72,-6.09,-0.13,74.97,-175.34,-0.1,0.38,0.36,1.83,167,0.151,partial,0.45
2026-06-29T12:07:43,2015,vehicle,-107.87,56.67,0.48,121.85,152.29,0.22,5.37,1.79,1.41,692,0.029,partial,0.45
2026-06-29T12:07:43,2008,person,-69.05,-118.21,1.48,136.9,-120.29,0.62,0.52,0.5,1.47,139,0.02,none,0.45
2026-06-29T12:07:44,2009,person,85.55,-59.41,2.61,104.19,-34.78,1.44,0.61,0.32,1.84,40,0.173,none,0.45
2026-06-29T12:07:44,2007,cart,11.11,170.29,1.79,170.66,86.27,0.6,1.41,0.85,1.09,191,0.02,none,0.45
2026-06-29T12:07:44,2005,person,-74.8,-6.59,-0.12,75.09,-174.96,-0.09,0.74,0.64,1.79,22,0.338,partial,0.45
2026-06-29T12:07:44,2012,person,66.33,-118.67,0.93,135.95,-60.8,0.39,0.35,0.35,1.44,79,0.15,heavy,0.45
2026-06-29T12:07:44,2003,bicycle,143.97,82.06,0.91,165.72,29.68,0.31,1.62,0.66,1.32,107,0.033,partial,0.45
2026-06-29T12:07:44,2011,unknown,-56.66,33.55,2.01,65.88,149.37,1.75,0.33,1.81,1.19,149,0.446,none,0.54
2026-06-29T12:07:44,2013,person,94.54,15.99,1.83,95.9,9.6,1.1,0.47,0.51,1.69,41,0.166,partial,0.45
2026-06-29T12:07:45,2009,person,86.03,-59.65,2.61,104.72,-34.74,1.43,0.63,0.33,1.76,84,0.077,none,0.45
2026-06-29T12:07:45,2005,person,-74.81,-7.01,-0.15,75.13,-174.65,-0.11,0.65,0.32,1.72,128,0.342,none,0.45
2026-06-29T12:07:45,2008,person,-69.11,-118.59,1.47,137.26,-120.23,0.61,0.42,0.33,1.5,110,0.02,none,0.45
2026-06-29T12:07:46,2003,bicycle,144.67,82.31,0.9,166.45,29.64,0.31,1.77,0.49,0.81,207,0.02,heavy,0.45
2026-06-29T12:07:46,2006,person,40.31,22.11,1.39,46.0,28.74,1.73,0.38,0.56,1.6,31,0.417,none,0.45
2026-06-29T12:07:46,2009,person,86.48,-59.73,2.58,105.14,-34.63,1.41,0.71,0.62,1.71,119,0.108,none,0.45
2026-06-29T12:07:46,2005,person,-75.05,-7.48,-0.13,75.42,-174.31,-0.1,0.62,0.47,1.73,170,0.236,none,0.45
2026-06-29T12:07:46,2001,person,-206.52,157.73,0.02,259.86,142.63,0.0,0.52,0.67,1.9,70,0.02,partial,0.45
2026-06-29T12:07:47,2014,bicycle,60.65,-75.01,2.08,96.49,-51.04,1.23,1.98,0.65,1.17,66,0.173,none,0.45
2026-06-29T12:07:47,2002,bicycle,27.35,-26.67,1.02,38.21,-44.28,1.54,1.89,0.57,1.32,203,0.449,none,0.58
2026-06-29T12:07:47,2013,person,95.23,15.92,1.84,96.57,9.49,1.09,0.57,0.52,1.42,131,0.555,partial,0.49
2026-06-29T12:07:47,2011,unknown,-57.0,33.64,1.99,66.22,149.45,1.72,0.61,0.31,1.34,21,0.64,none,0.65
2026-06-29T12:07:47,2008,person,-69.12,-119.0,1.45,137.63,-120.15,0.6,0.41,0.5,1.48,115,0.119,heavy,0.45
2026-06-29T12:07:47,2003,bicycle,145.51,82.56,0.87,167.3,29.57,0.3,1.52,0.73,0.87,181,0.02,partial,0.45
2026-06-29T12:07:48,2015,vehicle,-108.49,56.96,0.5,122.53,152.3,0.24,3.52,1.88,2.11,867,0.081,partial,0.51
2026-06-29T12:07:48,2013,person,95.76,15.8,1.87,97.07,9.37,1.11,0.72,0.6,2.0,162,0.133,none,0.45
2026-06-29T12:07:48,2007,cart,10.8,170.82,1.79,171.17,86.38,0.6,0.86,0.67,1.19,160,0.02,heavy,0.45
2026-06-29T12:07:48,2001,person,-207.63,158.2,0.0,261.03,142.7,0.0,0.73,0.62,1.76,30,0.02,none,0.45
2026-06-29T12:07:48,2003,bicycle,146.4,82.72,0.87,168.15,29.47,0.3,1.9,0.4,0.82,87,0.02,none,0.45
2026-06-29T12:07:48,2006,person,40.6,22.15,1.39,46.27,28.61,1.72,0.39,0.56,1.78,49,0.611,partial,0.49
2026-06-29T12:07:48,2004,vehicle,45.02,-141.94,0.12,148.91,-72.4,0.05,4.75,2.02,2.28,839,0.219,none,0.78
2026-06-29T12:07:48,2011,unknown,-57.45,33.88,2.02,66.72,149.47,1.73,0.77,1.92,1.75,70,0.362,none,0.45
2026-06-29T12:07:48,2005,person,-75.32,-7.91,-0.14,75.73,-174.0,-0.1,0.63,0.36,1.97,61,0.317,partial,0.45
2026-06-29T12:07:49,2003,bicycle,147.17,82.8,0.9,168.87,29.36,0.31,1.88,0.49,1.11,173,0.02,none,0.45
2026-06-29T12:07:49,2004,vehicle,45.15,-142.44,0.09,149.43,-72.41,0.04,4.56,1.89,1.96,503,0.02,none,0.45
2026-06-29T12:07:49,2010,unknown,9.4,-110.08,0.13,110.48,-85.12,0.07,1.31,0.35,1.46,44,0.02,none,0.45
2026-06-29T12:07:49,2001,person,-208.56,158.78,-0.01,262.13,142.72,-0.0,0.69,0.35,1.43,76,0.02,partial,0.45
2026-06-29T12:07:50,2005,person,-75.53,-8.24,-0.16,75.98,-173.77,-0.12,0.53,0.33,1.41,126,0.036,none,0.45
2026-06-29T12:07:50,2002,bicycle,27.63,-26.75,1.02,38.47,-44.07,1.52,1.5,0.71,1.33,75,0.532,none,0.58
2026-06-29T12:07:50,2007,cart,10.45,171.4,1.77,171.73,86.51,0.59,1.0,0.99,0.94,57,0.02,none,0.45
2026-06-29T12:07:50,2001,person,-209.57,159.31,0.01,263.25,142.76,0.0,0.68,0.46,1.72,40,0.02,none,0.45
2026-06-29T12:07:50,2006,person,40.77,22.38,1.39,46.53,28.77,1.71,0.51,0.47,1.47,62,0.679,none,0.72
2026-06-29T12:07:51,2008,person,-68.98,-119.38,1.44,137.88,-120.02,0.6,0.51,0.41,1.97,62,0.128,none,0.45
2026-06-29T12:07:51,2010,unknown,9.49,-110.89,0.11,111.29,-85.11,0.06,1.58,2.41,1.04,118,0.144,none,0.45
2026-06-29T12:07:51,2005,person,-75.75,-8.52,-0.16,76.23,-173.58,-0.12,0.65,0.54,1.76,162,0.202,none,0.45
2026-06-29T12:07:51,2011,unknown,-58.04,34.0,2.02,67.29,149.64,1.72,1.38,2.31,0.67,17,0.444,none,0.46
2026-06-29T12:07:51,2009,person,87.07,-59.99,2.56,105.76,-34.57,1.39,0.65,0.7,1.72,56,0.049,none,0.45
2026-06-29T12:07:51,2012,person,66.78,-119.09,0.95,136.54,-60.72,0.4,0.38,0.63,1.6,151,0.165,heavy,0.45
2026-06-29T12:07:51,2015,vehicle,-109.27,57.51,0.52,123.48,152.24,0.24,3.59,2.05,1.3,584,0.097,none,0.49
2026-06-29T12:07:52,2004,vehicle,45.33,-142.92,0.07,149.93,-72.4,0.03,5.08,2.24,2.19,817,0.02,none,0.56
2026-06-29T12:07:52,2003,bicycle,147.78,83.01,0.91,169.51,29.32,0.31,1.64,0.64,0.85,84,0.02,partial,0.45
2026-06-29T12:07:52,2002,bicycle,27.85,-26.79,1.02,38.66,-43.89,1.52,1.41,0.4,1.23,55,0.545,none,0.58
2026-06-29T12:07:52,2011,unknown,-58.38,34.0,2.02,67.59,149.78,1.72,0.37,2.11,1.82,82,0.286,none,0.45
2026-06-29T12:07:52,2001,person,-210.46,159.86,0.01,264.29,142.78,0.0,0.37,0.49,1.83,37,0.02,heavy,0.45
2026-06-29T12:07:53,2013,person,96.26,15.71,1.85,97.55,9.27,1.09,0.36,0.54,1.57,61,0.391,none,0.45
2026-06-29T12:07:53,2002,bicycle,28.06,-26.81,1.01,38.82,-43.7,1.49,1.45,0.66,1.33,220,0.539,none,0.69
2026-06-29T12:07:53,2008,person,-68.9,-119.78,1.44,138.19,-119.91,0.6,0.79,0.64,1.84,81,0.081,partial,0.45
2026-06-29T12:07:54,2009,person,87.52,-60.02,2.58,106.16,-34.44,1.39,0.63,0.42,1.73,73,0.104,none,0.45
2026-06-29T12:07:54,2003,bicycle,148.55,83.08,0.88,170.21,29.22,0.3,1.85,0.59,1.32,113,0.02,none,0.45
2026-06-29T12:07:54,2005,person,-76.0,-8.79,-0.15,76.51,-173.4,-0.11,0.36,0.48,1.93,34,0.518,none,0.54
2026-06-29T12:07:55,2004,vehicle,45.62,-143.29,0.09,150.38,-72.34,0.04,3.85,2.06,1.48,677,0.177,none,0.63
2026-06-29T12:07:55,2009,person,88.01,-60.19,2.55,106.65,-34.37,1.37,0.53,0.56,1.6,115,0.247,none,0.45
2026-06-29T12:07:55,2005,person,-76.23,-9.11,-0.18,76.77,-173.19,-0.13,0.7,0.55,1.61,126,0.205,none,0.45
2026-06-29T12:07:55,2003,bicycle,149.09,83.27,0.9,170.77,29.19,0.3,1.97,0.57,0.84,142,0.02,partial,0.45
2026-06-29T12:07:56,2005,person,-76.3,-9.55,-0.19,76.9,-172.86,-0.14,0.69,0.54,1.43,32,0.203,none,0.45
2026-06-29T12:07:56,2001,person,-211.49,160.45,-0.01,265.46,142.81,-0.0,0.59,0.53,1.79,49,0.02,partial,0.45
2026-06-29T12:07:56,2006,person,41.0,22.49,1.38,46.78,28.75,1.69,0.72,0.38,1.6,26,0.377,none,0.45
2026-06-29T12:07:56,2013,person,96.95,15.64,1.84,98.22,9.16,1.07,0.36,0.6,1.99,115,0.02,partial,0.45
2026-06-29T12:07:56,2010,unknown,9.52,-111.75,0.13,112.15,-85.13,0.07,0.97,2.48,1.54,48,0.153,none,0.45
2026-06-29T12:07:56,2009,person,88.53,-60.49,2.58,107.25,-34.34,1.38,0.53,0.62,1.62,65,0.158,partial,0.45
2026-06-29T12:07:56,2011,unknown,-58.77,34.03,2.04,67.94,149.93,1.72,1.93,2.27,2.32,90,0.365,none,0.45
2026-06-29T12:07:56,2012,person,67.18,-119.65,0.93,137.22,-60.69,0.39,0.66,0.44,1.91,104,0.37,partial,0.45
2026-06-29T12:07:56,2008,person,-68.93,-120.25,1.46,138.61,-119.82,0.6,0.39,0.57,1.98,98,0.02,none,0.45
2026-06-29T12:07:56,2004,vehicle,45.71,-143.62,0.1,150.72,-72.35,0.04,5.38,1.83,1.64,560,0.02,none,0.45
2026-06-29T12:07:57,2001,person,-212.42,160.77,-0.03,266.4,142.88,-0.01,0.46,0.49,1.75,144,0.02,heavy,0.45
2026-06-29T12:07:57,2012,person,67.48,-120.17,0.92,137.82,-60.68,0.38,0.69,0.44,1.8,175,0.02,partial,0.45
2026-06-29T12:07:57,2007,cart,10.4,172.03,1.77,172.35,86.54,0.59,0.83,0.85,0.69,97,0.02,none,0.45
2026-06-29T12:07:57,2014,bicycle,61.38,-74.99,2.05,96.93,-50.7,1.21,1.7,0.6,1.21,218,0.08,none,0.45
2026-06-29T12:07:57,2002,bicycle,28.14,-26.73,1.01,38.82,-43.53,1.49,1.85,0.49,0.9,82,0.516,partial,0.45
2026-06-29T12:07:58,2005,person,-76.53,-9.77,-0.16,77.15,-172.73,-0.12,0.35,0.4,1.62,107,0.195,none,0.45
2026-06-29T12:07:58,2008,person,-68.77,-120.77,1.44,138.98,-119.66,0.59,0.76,0.68,1.92,110,0.02,none,0.45
2026-06-29T12:07:58,2015,vehicle,-109.91,57.83,0.51,124.2,152.25,0.24,3.84,2.18,1.57,746,0.108,none,0.61
2026-06-29T12:07:58,2002,bicycle,28.21,-26.76,1.0,38.9,-43.48,1.47,1.73,0.67,1.4,64,0.631,heavy,0.45
2026-06-29T12:07:58,2013,person,97.51,15.44,1.83,98.74,9.0,1.06,0.57,0.6,1.88,163,0.096,none,0.45
2026-06-29T12:07:59,2013,person,97.98,15.33,1.8,99.19,8.89,1.04,0.58,0.44,1.46,156,0.13,none,0.45
2026-06-29T12:07:59,2004,vehicle,45.75,-144.07,0.08,151.15,-72.38,0.03,4.11,1.85,2.06,432,0.02,heavy,0.45
2026-06-29T12:07:59,2006,person,41.4,22.76,1.4,47.26,28.81,1.69,0.78,0.6,1.4,166,0.296,none,0.45
2026-06-29T12:07:59,2001,person,-213.52,161.28,-0.04,267.59,142.94,-0.01,0.48,0.68,1.54,32,0.02,none,0.45
2026-06-29T12:07:59,2010,unknown,9.54,-112.55,0.13,112.95,-85.16,0.07,2.46,1.54,0.74,142,0.081,partial,0.45
2026-06-29T12:07:59,2002,bicycle,28.39,-26.7,0.98,38.98,-43.25,1.45,1.43,0.55,0.84,136,0.408,partial,0.45
2026-06-29T12:08:00,2005,person,-76.69,-10.14,-0.14,77.36,-172.47,-0.1,0.59,0.4,1.5,141,0.354,partial,0.45
2026-06-29T12:08:00,2011,unknown,-59.34,34.09,2.04,68.46,150.12,1.71,1.22,0.32,0.83,74,0.463,partial,0.45
2026-06-29T12:08:00,2012,person,67.92,-120.6,0.92,138.41,-60.61,0.38,0.53,0.55,1.91,144,0.183,none,0.45
2026-06-29T12:08:00,2010,unknown,9.76,-113.47,0.11,113.89,-85.08,0.06,0.85,1.8,0.78,173,0.058,none,0.45
